"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","Associated_Ly6a_TFs"
"18376","Gpr101","GPR101",0,NA
"18377","Bdkrb1","BDKRB1",0,NA
"18378","D8Ertd738e","C19orf53",0,NA
"18379","Gm14630","",0,NA
"18380","Gm5389","",0,NA
"18381","Gm14629","",0,NA
"18382","Atg2b","ATG2B",0,NA
"18383","Gm8107","",0,NA
"18384","Gm8111","",0,NA
"18385","Mir344h-1","",0,NA
"18386","Gm14631","",0,NA
"18387","Mir344h-2","",0,NA
"18388","Gm25023","",0,NA
"18389","Cldn22","",0,NA
"18390","Zic3","ZIC3",0,NA
"18391","Vmn2r63","",0,NA
"18392","1810062O18Rik","",0,NA
"18393","Rom1","ROM1",0,NA
"18394","Gm32052","",0,NA
"18395","Gm2607","",0,NA
"18396","Gm16861","",0,NA
"18397","Vac14","VAC14",0,NA
"18398","Nudt16l1","NUDT16L1",0,NA
"18399","Eml3","EML3",0,NA
"18400","Mblac2","MBLAC2",0,NA
"18401","Mir344b","",0,NA
"18402","Gm9266","",0,NA
"18403","Gm37268","",0,NA
"18404","Gm48113","",0,NA
"18405","Enox1","ENOX1",0,NA
"18406","Mir344c","",0,NA
"18407","Gm17259","",0,NA
"18408","Mir344","",0,NA
"18409","Mtmr11","MTMR11",0,NA
"18410","Ramac","RAMACL",0,NA
"18411","Ramac","RAMAC",0,NA
"18412","Akr1e1","AKR1E2",0,NA
"18413","Gm14649","",0,NA
"18414","Gm14647","",0,NA
"18415","Gm25851","",0,NA
"18416","Gm14645","",0,NA
"18417","Hsd17b11","HSD17B11",0,NA
"18418","Gm16436","",0,NA
"18419","Anks3","ANKS3",0,NA
"18420","Gm14650","",0,NA
"18421","Gm49941","",0,NA
"18422","Gm7071","",0,NA
"18423","1700016K05Rik","",0,NA
"18424","Gm47471","",0,NA
"18425","Mpp1","MPP1",0,NA
"18426","Gm49939","",0,NA
"18427","Ppfia1","PPFIA1",0,NA
"18428","Gm18961","",0,NA
"18429","Gm44412","",0,NA
"18430","Gm49943","",0,NA
"18431","Gm49478","",0,NA
"18432","Gm49940","",0,NA
"18433","Gm22951","RNU6-145P",0,NA
"18434","Gm49942","",0,NA
"18435","Adamts9","ADAMTS9",0,NA
"18436","Gm9984","",0,NA
"18437","Tmbim6","TMBIM6",0,NA
"18438","Gpank1","GPANK1",0,NA
"18439","Gm43545","",0,NA
"18440","Gm43684","",0,NA
"18441","Nudt9","NUDT9",0,NA
"18442","Mir5709","",0,NA
"18443","Gm20522","",0,NA
"18444","Gm36201","",0,NA
"18445","Lrrc30","LRRC30",0,NA
"18446","Crtac1","CRTAC1",0,NA
"18447","Rpl29-ps2","",0,NA
"18448","D17H6S53E","C6orf47",0,NA
"18449","Gskip","GSKIP",0,NA
"18450","Gm40658","",0,NA
"18451","Gm7899","",0,NA
"18452","Apom","APOM",0,NA
"18453","Rpl21-ps8","",0,NA
"18454","Gm5444","",0,NA
"18455","Gm37348","",0,NA
"18456","Gm17690","",0,NA
"18457","Ak7","AK7",0,NA
"18458","Gm47450","",0,NA
"18459","Gm37846","",0,NA
"18460","Zfp236","ZNF236",0,NA
"18461","Gm24790","",0,NA
"18462","Gm47451","",0,NA
"18463","Gm38274","",0,NA
"18464","Gm37533","",0,NA
"18465","Mri1","MRI1",0,NA
"18466","Gm38044","",0,NA
"18467","Cetn3","CETN3",0,NA
"18468","Gm9723","",0,NA
"18469","Gm18865","",0,NA
"18470","Dnaaf8","",0,NA
"18471","Gm36976","",0,NA
"18472","Gm29739","",0,NA
"18473","Sf3b4","SF3B4",0,NA
"18474","Lama1","LAMA1",0,NA
"18475","Mir5619","",0,NA
"18476","Gm22027","",0,NA
"18477","Gm44411","",0,NA
"18478","Gm32175","",0,NA
"18479","Gm10132","",0,NA
"18480","Septin12","SEPTIN12",0,NA
"18481","Ccdc130","YJU2B",0,NA
"18482","Gm49001","",0,NA
"18483","Steap2","STEAP2",0,NA
"18484","Eva1a","EVA1A",0,NA
"18485","Gm37746","",0,NA
"18486","Gm49002","",0,NA
"18487","Gm6994","",0,NA
"18488","Alpk1","ALPK1",0,NA
"18489","9530018F02Rik","",0,NA
"18490","Fut8","FUT8",0,NA
"18491","Gm40660","",0,NA
"18492","Gm49003","",0,NA
"18493","Gm30467","",0,NA
"18494","F830210D05Rik","",0,NA
"18495","Gm1587","",0,NA
"18496","Gm19252","",0,NA
"18497","Gm24295","",0,NA
"18498","Gm15378","",0,NA
"18499","Gm23760","",0,NA
"18500","Gm48155","",0,NA
"18501","4930447C11Rik","",0,NA
"18502","Dnajc15","DNAJC15",0,NA
"18503","Fam220-ps","",0,NA
"18504","Gm15864","",0,NA
"18505","Gm35330","",0,NA
"18506","Gm8820","",0,NA
"18507","Smim9","SMIM9",0,NA
"18508","Gm31861","",0,NA
"18509","Gm23013","",0,NA
"18510","Gm44209","",0,NA
"18511","Gm4936","",0,NA
"18512","Gm44446","",0,NA
"18513","Mir3961","",0,NA
"18514","Gm10353","",0,NA
"18515","A730049H05Rik","",0,NA
"18516","2310067P03Rik","",0,NA
"18517","Smim22","SMIM22",0,NA
"18518","Gm8503","",0,NA
"18519","Bap1","BAP1",0,NA
"18520","Gm48156","",0,NA
"18521","Mir3085","",0,NA
"18522","Gm50184","",0,NA
"18523","1700016G22Rik","",0,NA
"18524","Gm34299","",0,NA
"18525","Fgf13","FGF13",0,NA
"18526","Gm15737","",0,NA
"18527","R3hcc1l","R3HCC1L",0,NA
"18528","Ppp1r3a","PPP1R3A",0,NA
"18529","Gm19032","",0,NA
"18530","Ly86","LY86",0,NA
"18531","Gm9294","",0,NA
"18532","Gm37365","",0,NA
"18533","Gm38128","",0,NA
"18534","Gm16238","",0,NA
"18535","Trim30a","",0,NA
"18536","Trim30a","TRIM5",0,NA
"18537","Gm45608","",0,NA
"18538","Smco2","SMCO2",0,NA
"18539","Gm37597","",0,NA
"18540","Gm42477","",0,NA
"18541","1500005C15Rik","",0,NA
"18542","Mtss2","MTSS2",0,NA
"18543","Gm24775","",0,NA
"18544","Gm4035","",0,NA
"18545","Gm25926","RNU1-112P",0,NA
"18546","Gm48177","",0,NA
"18547","Gm42587","",0,NA
"18548","Rogdi","ROGDI",0,NA
"18549","Gm35240","",0,NA
"18550","Gm48196","",0,NA
"18551","Klf6","KLF6",0,NA
"18552","Gm38124","",0,NA
"18553","Gm4864","",0,NA
"18554","5930409G06Rik","",0,NA
"18555","4930458K08Rik","",0,NA
"18556","Sv2a","SV2A",0,NA
"18557","Gm24070","",0,NA
"18558","Gm8219","",0,NA
"18559","Gm43219","",0,NA
"18560","Gm49792","",0,NA
"18561","Gm24994","",0,NA
"18562","Gm16541","",0,NA
"18563","Faddos","",0,NA
"18564","Gm10232","",0,NA
"18565","Gm17660","",0,NA
"18566","Gm6657","CCDC196",0,NA
"18567","Gm16569","",0,NA
"18568","Gm25405","",0,NA
"18569","Tacr1","TACR1",0,NA
"18570","Gm50347","",0,NA
"18571","A330076H08Rik","",0,NA
"18572","Gm5479","",0,NA
"18573","Gm10524","",0,NA
"18574","Gm25909","",0,NA
"18575","Pisd-ps2","",0,NA
"18576","Gm46620","",0,NA
"18577","Gm48226","",0,NA
"18578","Gm50350","",0,NA
"18579","Mta2","MTA2",0,NA
"18580","Gm14887","",0,NA
"18581","Gm41793","",0,NA
"18582","Gphn","GPHN",0,NA
"18583","Fadd","FADD",0,NA
"18584","F9","F9",0,NA
"18585","Gm50351","",0,NA
"18586","Usp54","USP54",0,NA
"18587","Mir5112","",0,NA
"18588","Gm5679","",0,NA
"18589","Gm50355","",0,NA
"18590","Gm47730","",0,NA
"18591","Gm3257","",0,NA
"18592","Gm43333","",0,NA
"18593","9530026P05Rik","",0,NA
"18594","Gm4829","",0,NA
"18595","2210420H20Rik","",0,NA
"18596","Mir344-2","",0,NA
"18597","Mir344g","",0,NA
"18598","Steap1","STEAP1",0,NA
"18599","Steap1","STEAP1B",0,NA
"18600","Gm23431","",0,NA
"18601","Gm21926","",0,NA
"18602","Gm47507","",0,NA
"18603","Mir344f","",0,NA
"18604","Gm50356","",0,NA
"18605","Gm29459","",0,NA
"18606","Mir344i","",0,NA
"18607","Vmn2r-ps158","",0,NA
"18608","4930445N18Rik","",0,NA
"18609","Gm29458","",0,NA
"18610","Gm46401","",0,NA
"18611","Fcrl1","FCRL1",0,NA
"18612","Gm5637","",0,NA
"18613","Scaf8","SCAF8",0,NA
"18614","Gm30889","",0,NA
"18615","Gm14891","",0,NA
"18616","Gm47731","",0,NA
"18617","Col4a6","COL4A6",0,NA
"18618","Zfp516","ZNF516",0,NA
"18619","Gm47732","",0,NA
"18620","Gm47734","",0,NA
"18621","Gm15459","",0,NA
"18622","Gm44224","",0,NA
"18623","Gm47514","",0,NA
"18624","Gm5313","",0,NA
"18625","Gm38697","",0,NA
"18626","Gm47548","",0,NA
"18627","Gm43923","",0,NA
"18628","Gm29590","",0,NA
"18629","Gm23838","",0,NA
"18630","Gm42718","",0,NA
"18631","Gm44220","",0,NA
"18632","Gm42719","",0,NA
"18633","Gm25094","",0,NA
"18634","Spns1","SPNS1",0,NA
"18635","Gm44181","",0,NA
"18636","Gm24686","RNU6-1227P",0,NA
"18637","Gm40263","",0,NA
"18638","Gm22312","",0,NA
"18639","Gm47549","",0,NA
"18640","Il34","IL34",0,NA
"18641","Gm7812","",0,NA
"18642","Gm35615","",0,NA
"18643","Gm3203","",0,NA
"18644","Gm49483","",0,NA
"18645","Pole4","POLE4",0,NA
"18646","Gm43324","",0,NA
"18647","Lncbate6","",0,NA
"18648","Gm5714","",0,NA
"18649","Nckap5l","NCKAP5L",0,NA
"18650","Czib","CZIB",0,NA
"18651","Sparcl1","SPARCL1",0,NA
"18652","Gm28465","",0,NA
"18653","Gm47751","",0,NA
"18654","4930592I03Rik","",0,NA
"18655","Gm49798","",0,NA
"18656","2900042G08Rik","",0,NA
"18657","Gm47754","",0,NA
"18658","Gm52988","",0,NA
"18659","Arhgap28","ARHGAP28",0,NA
"18660","Gm47753","",0,NA
"18661","Gm40915","",0,NA
"18662","2810471M01Rik","",0,NA
"18663","Glyr1","GLYR1",0,NA
"18664","Gm40916","",0,NA
"18665","Mir216b","MIR216B",0,NA
"18666","Mir216c","",0,NA
"18667","Mir217hg","",0,NA
"18668","AI463229","",0,NA
"18669","Gm50437","",0,NA
"18670","Mir216a","MIR216A",0,NA
"18671","Gm44145","",0,NA
"18672","Mir217","",0,NA
"18673","1700095A13Rik","",0,NA
"18674","Efemp1","EFEMP1",0,NA
"18675","Nckap5los","",0,NA
"18676","Ncapd2","NCAPD2",0,NA
"18677","Gm49350","",0,NA
"18678","Gm26703","",0,NA
"18679","Gm5780","",0,NA
"18680","Gm18899","",0,NA
"18681","Gm49484","",0,NA
"18682","Gm40918","",0,NA
"18683","Gm47591","",0,NA
"18684","Gm48225","",0,NA
"18685","4921531P14Rik","",0,NA
"18686","Bcdin3d","BCDIN3D",0,NA
"18687","Gm48224","",0,NA
"18688","Gm18670","",0,NA
"18689","Zfp804b","ZNF804B",0,NA
"18690","Gm48231","",0,NA
"18691","Tut1","",0,NA
"18692","Tut1","TUT1",0,NA
"18693","Gm47589","",0,NA
"18694","Gm15894","",0,NA
"18695","Gm48230","",0,NA
"18696","Gm49351","",0,NA
"18697","2810402E24Rik","",0,NA
"18698","Gm47592","",0,NA
"18699","Gm49485","",0,NA
"18700","Gm31600","",0,NA
"18701","Gm24525","RNU12-2P",0,NA
"18702","Gm15895","",0,NA
"18703","Tubb4b-ps1","",0,NA
"18704","Gm47590","",0,NA
"18705","Gm31265","",0,NA
"18706","Faim2","FAIM2",0,NA
"18707","Fam71d","FAM71D",0,NA
"18708","Gm42598","",0,NA
"18709","Gm31503","",0,NA
"18710","Gm42597","",0,NA
"18711","Myoz1","MYOZ1",0,NA
"18712","Hk3","HK3",0,NA
"18713","Gm50413","",0,NA
"18714","Dspp","DSPP",0,NA
"18715","Arhgef10","ARHGEF10",0,NA
"18716","4933401L05Rik","",0,NA
"18717","Mon2","MON2",0,NA
"18718","Gm7569","",0,NA
"18719","Gm50415","",0,NA
"18720","Gm50416","",0,NA
"18721","Gm43841","",0,NA
"18722","Gm50417","",0,NA
"18723","Rpsa-ps5","",0,NA
"18724","Tex47","TEX47",0,NA
"18725","Gm50418","",0,NA
"18726","Synpo2l","SYNPO2L",0,NA
"18727","Gm31621","",0,NA
"18728","Crk","CRK",0,NA
"18729","Loxl4","LOXL4",0,NA
"18730","Gm4960","",0,NA
"18731","Gm50419","",0,NA
"18732","Dmp1","DMP1",0,NA
"18733","Gm50420","",0,NA
"18734","Vps8","VPS8",0,NA
"18735","Gm50421","",0,NA
"18736","Tshz1","TSHZ1",0,NA
"18737","Gm15079","",0,NA
"18738","Pals1","PALS1",0,NA
"18739","Epsti1","EPSTI1",0,NA
"18740","Scml2","SCML2",0,NA
"18741","Gm31048","",0,NA
"18742","Gm30835","",0,NA
"18743","Zadh2","ZADH2",0,NA
"18744","Gm8802","",0,NA
"18745","Gm43478","",0,NA
"18746","Gm44538","",0,NA
"18747","Steap4","STEAP4",0,NA
"18748","Gm17768","",0,NA
"18749","Gm31854","",0,NA
"18750","Gm50309","",0,NA
"18751","Rpl18a-ps4","",0,NA
"18752","Gm29453","",0,NA
"18753","3110040N11Rik","C15orf40",0,NA
"18754","Zfp407","ZNF407",0,NA
"18755","Erbb2","ERBB2",0,NA
"18756","Gm28323","",0,NA
"18757","Gm8419","",0,NA
"18758","Ibsp","IBSP",0,NA
"18759","Gm8420","",0,NA
"18760","Atp6v1d","ATP6V1D",0,NA
"18761","Gm50311","",0,NA
"18762","Gm15731","",0,NA
"18763","Cdc42bpa","CDC42BPA",0,NA
"18764","Gm37216","",0,NA
"18765","Cndp1","CNDP1",0,NA
"18766","Mepe","MEPE",0,NA
"18767","Bola1","BOLA1",0,NA
"18768","Gm25216","",0,NA
"18769","Eef1g","EEF1G",0,NA
"18770","Exosc5","EXOSC5",0,NA
"18771","Txk","TXK",0,NA
"18772","Gm5808","",0,NA
"18773","Tifa","TIFA",0,NA
"18774","Aqp2","AQP2",0,NA
"18775","Gm48954","",0,NA
"18776","Gm19301","",0,NA
"18777","Gm48955","",0,NA
"18778","Eif2s1","EIF2S1",0,NA
"18779","Dnah1","DNAH1",0,NA
"18780","Aqp5","AQP5",0,NA
"18781","Gm10351","",0,NA
"18782","2610316D01Rik","",0,NA
"18783","Gm50314","",0,NA
"18784","Gm9801","",0,NA
"18785","Gm7289","",0,NA
"18786","Cndp2","CNDP2",0,NA
"18787","Plek2","PLEK2",0,NA
"18788","Ahnak","AHNAK",0,NA
"18789","Gm45016","",0,NA
"18790","Gm45845","",0,NA
"18791","Aqp6","AQP6",0,NA
"18792","Gm32061","",0,NA
"18793","Gm15444","",0,NA
"18794","Ndn","NDN",0,NA
"18795","Gm36996","",0,NA
"18796","Magel2","MAGEL2",0,NA
"18797","H2ac21","H2AC21",0,NA
"18798","Tmem229b","TMEM229B",0,NA
"18799","Zfp936","",0,NA
"18800","H2ac20","H2AC20",0,NA
"18801","H2bc21","H2BC11",0,NA
"18802","Racgap1","RACGAP1",0,NA
"18803","Gm46578","",0,NA
"18804","H3c15","H3C14",0,NA
"18805","Nfatc2ip","NFATC2IP",0,NA
"18806","Gm17097","",0,NA
"18807","Gm49797","",0,NA
"18808","Gm20632","",0,NA
"18809","H2ac19","H2AC18",0,NA
"18810","Mien1","MIEN1",0,NA
"18811","Gm20633","",0,NA
"18812","Gm49944","",0,NA
"18813","Scgb1a1","SCGB1A1",0,NA
"18814","H2ac18","H2AC18",0,NA
"18815","Gm49945","",0,NA
"18816","Gm34035","",0,NA
"18817","Gm20634","",0,NA
"18818","Gm6475","",0,NA
"18819","Papola","PAPOLA",0,NA
"18820","Gm12352","",0,NA
"18821","Gm36252","",0,NA
"18822","Ap1ar","AP1AR",0,NA
"18823","Asrgl1","ASRGL1",0,NA
"18824","L3mbtl4","L3MBTL4",0,NA
"18825","Zkscan17","ZNF496",0,NA
"18826","Trim30d","",0,NA
"18827","Trim30d","TRIM5",0,NA
"18828","Scarna10","SCARNA10",0,NA
"18829","Gm28967","",0,NA
"18830","Hk2","HK2",0,NA
"18831","Cpt2","CPT2",0,NA
"18832","Gm9750","",0,NA
"18833","Gm2390","",0,NA
"18834","D030046N08Rik","",0,NA
"18835","Gm6252","",0,NA
"18836","Dipk1c","DIPK1C",0,NA
"18837","Pcna-ps2","",0,NA
"18838","Gm2617","",0,NA
"18839","Fam216b","FAM216B",0,NA
"18840","Gm43654","",0,NA
"18841","Stxbp3-ps","",0,NA
"18842","Gm43653","",0,NA
"18843","Gm35585","",0,NA
"18844","Gm29231","",0,NA
"18845","Mkrn3","MKRN3",0,NA
"18846","Gm43652","",0,NA
"18847","Gm45141","",0,NA
"18848","Fam241a","FAM241A",0,NA
"18849","Gm16464","",0,NA
"18850","Pyroxd2","PYROXD2",0,NA
"18851","Peg12","FRAT1",0,NA
"18852","4930407G08Rik","",0,NA
"18853","Gm5419","",0,NA
"18854","Mir1971","",0,NA
"18855","Gm48959","",0,NA
"18856","Gm6574","",0,NA
"18857","Gm35823","",0,NA
"18858","Atp5l-ps1","",0,NA
"18859","9830132P13Rik","",0,NA
"18860","F8","F8",0,NA
"18861","Gm49217","",0,NA
"18862","Gm49791","",0,NA
"18863","Gm35667","",0,NA
"18864","Tmem91","TMEM91",0,NA
"18865","Tnfsf11","TNFSF11",0,NA
"18866","Rgs3","RGS3",0,NA
"18867","Pcdh10","PCDH10",0,NA
"18868","Gm15974","",0,NA
"18869","Gm25005","RNU1-146P",0,NA
"18870","Gm17921","",0,NA
"18871","Gm38576","",0,NA
"18872","Tmem200c","TMEM200C",0,NA
"18873","Gm17266","C18orf63",0,NA
"18874","Gm38593","",0,NA
"18875","Gm49949","",0,NA
"18876","Gm43717","",0,NA
"18877","Cyb5a","CYB5A",0,NA
"18878","Tiam2","TIAM2",0,NA
"18879","Vmn2r-ps61","",0,NA
"18880","Gm4821","",0,NA
"18881","Gm17034","",0,NA
"18882","EU599041","",0,NA
"18883","Sri","SRI",0,NA
"18884","Mrpl51","MRPL51",0,NA
"18885","Arhgef40","ARHGEF40",0,NA
"18886","Trim30e-ps1","",0,NA
"18887","Gm38843","",0,NA
"18888","Gm22494","",0,NA
"18889","Gm9445","",0,NA
"18890","Mir3098","",0,NA
"18891","Btbd1","BTBD1",0,NA
"18892","Uimc1","UIMC1",0,NA
"18893","Pals2","PALS2",0,NA
"18894","Gm10650","",0,NA
"18895","1700027H10Rik","",0,NA
"18896","Gm16146","",0,NA
"18897","Gm2136","",0,NA
"18898","Gm37345","",0,NA
"18899","Ywhae","YWHAE",0,NA
"18900","Fbxo15","FBXO15",0,NA
"18901","Gm37835","",0,NA
"18902","A26c2","POTEA",0,NA
"18903","Gm38166","",0,NA
"18904","Sf3b3","SF3B3",0,NA
"18905","Gm32340","",0,NA
"18906","Olfr651","",0,NA
"18907","Gm25796","",0,NA
"18908","Gm23337","",0,NA
"18909","Gm26081","",0,NA
"18910","Gm6445","",0,NA
"18911","D030025E07Rik","",0,NA
"18912","Gm50320","",0,NA
"18913","Gm50321","",0,NA
"18914","Gm32111","",0,NA
"18915","Gm19437","",0,NA
"18916","Gm10160","",0,NA
"18917","Scgb2a2","SCGB2A2",0,NA
"18918","Scgb2a2","SCGB2A1",0,NA
"18919","B9d2","B9D2",0,NA
"18920","Gm18843","",0,NA
"18921","Gm43656","",0,NA
"18922","Gm22293","",0,NA
"18923","Gm50322","",0,NA
"18924","Gm43824","",0,NA
"18925","4933424H11Rik","",0,NA
"18926","Incenp","INCENP",0,NA
"18927","Gm4410","",0,NA
"18928","Timm21","TIMM21",0,NA
"18929","Fcrl5","FCRL5",0,NA
"18930","Olfr652","",0,NA
"18931","Gm15730","",0,NA
"18932","Olfr653","",0,NA
"18933","Doc2b","DOC2B",0,NA
"18934","Spp1","SPP1",0,NA
"18935","Gm6039","",0,NA
"18936","Zfp715","",0,NA
"18937","Gm8522","",0,NA
"18938","Gm15262","BEND2",0,NA
"18939","Gm12339","",0,NA
"18940","Gm50369","",0,NA
"18941","Grb7","GRB7",0,NA
"18942","Gm50370","",0,NA
"18943","Gm7612","",0,NA
"18944","Prkaca-ps1","",0,NA
"18945","Gm5824","",0,NA
"18946","Fundc2","FUNDC2",0,NA
"18947","Gm44539","",0,NA
"18948","Gm50381","",0,NA
"18949","Gm7623","",0,NA
"18950","Olfr654","",0,NA
"18951","Gm25453","",0,NA
"18952","Neto1","NETO1",0,NA
"18953","Chrna7","CHRFAM7A",0,NA
"18954","Chrna7","CHRNA7",0,NA
"18955","Rai2","RAI2",0,NA
"18956","Scml1","",0,NA
"18957","Cmc4","CMC4",0,NA
"18958","Gm9387","",0,NA
"18959","Gm28543","",0,NA
"18960","Pabpc4l","PABPC4L",0,NA
"18961","Gm6344","",0,NA
"18962","Nhs","NHS",0,NA
"18963","Gm42793","",0,NA
"18964","Gm50384","",0,NA
"18965","Tgfb1","TGFB1",0,NA
"18966","Gm50386","",0,NA
"18967","Pitrm1","PITRM1",0,NA
"18968","Cbln2","CBLN2",0,NA
"18969","Gm37445","",0,NA
"18970","Gm15202","",0,NA
"18971","4933439C10Rik","",0,NA
"18972","Gm26317","",0,NA
"18973","Tacc3","TACC3",0,NA
"18974","Mir6379","",0,NA
"18975","Gm23794","",0,NA
"18976","Gm10356","",0,NA
"18977","Gm15204","",0,NA
"18978","Gm5274","",0,NA
"18979","Gm49221","",0,NA
"18980","Tenm3","TENM3",0,NA
"18981","Tfb1m","TFB1M",0,NA
"18982","Gm23891","",0,NA
"18983","Gripap1","GRIPAP1",0,NA
"18984","Gm11209","",0,NA
"18985","H3c14","",0,NA
"18986","Gm11210","",0,NA
"18987","Gm11211","",0,NA
"18988","Asic1","ASIC1",0,NA
"18989","Gm46615","",0,NA
"18990","Gm24117","",0,NA
"18991","Gm25391","",0,NA
"18992","Rpl23a-ps5","",0,NA
"18993","Gm44741","",0,NA
"18994","Gm11481","",0,NA
"18995","Gm5691","",0,NA
"18996","Gm10730","",0,NA
"18997","Gm11480","",0,NA
"18998","4930554H23Rik","",0,NA
"18999","Gm5971","",0,NA
"19000","Gm20627","",0,NA
"19001","Gm5234","",0,NA
"19002","1700102H20Rik","",0,NA
"19003","Gm5826","",0,NA
"19004","Gm2229","",0,NA
"19005","Olfr655","",0,NA
"19006","Nox3","NOX3",0,NA
"19007","Gm50389","",0,NA
"19008","Gm7977","",0,NA
"19009","Gm5096","BHMT",0,NA
"19010","Ikzf3","IKZF3",0,NA
"19011","Ube4b","UBE4B",0,NA
"19012","H4c14","H4C14",0,NA
"19013","Gm50390","",0,NA
"19014","Gm24987","",0,NA
"19015","Gm50391","",0,NA
"19016","Cd19","CD19",0,NA
"19017","Gm37295","",0,NA
"19018","Gm50400","",0,NA
"19019","Gm50401","",0,NA
"19020","Etv3","ETV3",0,NA
"19021","Gm7662","",0,NA
"19022","Gm50324","",0,NA
"19023","Gm25106","RNU2-65P",0,NA
"19024","Socs6","SOCS6",0,NA
"19025","Gm50340","",0,NA
"19026","Pnpt1","PNPT1",0,NA
"19027","Apaf1","APAF1",0,NA
"19028","4930470H14Rik","",0,NA
"19029","Gm36913","",0,NA
"19030","Gm50343","",0,NA
"19031","4930548J01Rik","",0,NA
"19032","4930517M08Rik","",0,NA
"19033","Gm23186","RNU6-1324P",0,NA
"19034","Gm23186","RNU6-392P",0,NA
"19035","Gm50345","",0,NA
"19036","Gm49780","",0,NA
"19037","Gm50346","",0,NA
"19038","4930579D07Rik","",0,NA
"19039","Gm38227","",0,NA
"19040","Smarcd1","SMARCD1",0,NA
"19041","Gm48807","",0,NA
"19042","Gm4828","",0,NA
"19043","Gm20628","",0,NA
"19044","Fth1","FTH1",0,NA
"19045","Gm41517","",0,NA
"19046","1700018B24Rik","",0,NA
"19047","Gm19554","",0,NA
"19048","Plekhh1","PLEKHH1",0,NA
"19049","Gm37190","",0,NA
"19050","Etv3l","ETV3L",0,NA
"19051","Bag6","BAG6",0,NA
"19052","Gm50404","",0,NA
"19053","Gm23511","RNU1-42P",0,NA
"19054","Gm6409","",0,NA
"19055","H3c13","H3C15",0,NA
"19056","Gm50406","",0,NA
"19057","Gm50267","",0,NA
"19058","Rttn","RTTN",0,NA
"19059","Gm25167","",0,NA
"19060","Gm31415","",0,NA
"19061","Gm37819","",0,NA
"19062","Olfr656","OR52P1P",0,NA
"19063","Gm42743","",0,NA
"19064","Best1","BEST1",0,NA
"19065","Gm37684","",0,NA
"19066","H2bc18","H2BC18",0,NA
"19067","Olfr657","OR56B1",0,NA
"19068","Gm20557","",0,NA
"19069","Olfr658","",0,NA
"19070","Gm5846","",0,NA
"19071","Gm22480","",0,NA
"19072","Gm37424","",0,NA
"19073","Gm38261","",0,NA
"19074","Gm38088","",0,NA
"19075","Usp17le-ps","",0,NA
"19076","Gm2328","",0,NA
"19077","Wdr61","WDR61",0,NA
"19078","Gm29741","",0,NA
"19079","Tm6sf1","TM6SF1",0,NA
"19080","Gm23096","RNU6-57P",0,NA
"19081","Hps1","HPS1",0,NA
"19082","Pitx2","",0,NA
"19083","Snord111","SNORD111",0,NA
"19084","Gm16350","",0,NA
"19085","Gm22193","SNORD111B",0,NA
"19086","Gm32842","",0,NA
"19087","Gm45772","",0,NA
"19088","Kbtbd11","KBTBD11",0,NA
"19089","Gm17349","",0,NA
"19090","Gm34939","",0,NA
"19091","Gm17241","",0,NA
"19092","Gm19744","",0,NA
"19093","Gm16537","",0,NA
"19094","2510009E07Rik","C3orf70",0,NA
"19095","Gpd1","GPD1",0,NA
"19096","Gm44487","",0,NA
"19097","Gm32591","",0,NA
"19098","Ehhadh","EHHADH",0,NA
"19099","5830468F06Rik","",0,NA
"19100","Gm25830","",0,NA
"19101","Pigh","PIGH",0,NA
"19102","Gm45830","",0,NA
"19103","Gm37844","",0,NA
"19104","Gm45829","",0,NA
"19105","Gm45832","",0,NA
"19106","2310069B03Rik","",0,NA
"19107","BB014433","",0,NA
"19108","Cox14","COX14",0,NA
"19109","9230116L04Rik","",0,NA
"19110","Ubn1","UBN1",0,NA
"19111","Gm45276","",0,NA
"19112","Gm6312","",0,NA
"19113","Gm45274","",0,NA
"19114","Cers5","CERS5",0,NA
"19115","Ccdc97","CCDC97",0,NA
"19116","Gm45145","",0,NA
"19117","Gm8255","",0,NA
"19118","4930555F03Rik","",0,NA
"19119","A630052C17Rik","",0,NA
"19120","Arg2","ARG2",0,NA
"19121","Vamp1","VAMP1",0,NA
"19122","Rph3al","RPH3AL",0,NA
"19123","Gm27195","",0,NA
"19124","Gm45577","",0,NA
"19125","Gm45697","",0,NA
"19126","Pcdh18","PCDH18",0,NA
"19127","Gm45696","",0,NA
"19128","Gm45321","",0,NA
"19129","Gm48780","",0,NA
"19130","Gm45322","",0,NA
"19131","Vti1b","VTI1B",0,NA
"19132","Gm45323","",0,NA
"19133","Gm45324","",0,NA
"19134","Gm45341","",0,NA
"19135","Gm45455","",0,NA
"19136","Gm45014","",0,NA
"19137","Crabp1","CRABP1",0,NA
"19138","Gm45867","",0,NA
"19139","Olfr659","OR52N4",0,NA
"19140","Gm2516","",0,NA
"19141","Olfr660-ps1","",0,NA
"19142","Gm45259","",0,NA
"19143","Gm23986","",0,NA
"19144","C130073E24Rik","",0,NA
"19145","Gm17141","",0,NA
"19146","Otud7a","OTUD7A",0,NA
"19147","Gm42965","",0,NA
"19148","Pde4d","PDE4D",0,NA
"19149","Mir6359","",0,NA
"19150","G630022F23Rik","",0,NA
"19151","Gm45386","",0,NA
"19152","Rab7-ps1","",0,NA
"19153","Gm32975","",0,NA
"19154","Pkd2","PKD2",0,NA
"19155","Cd226","CD226",0,NA
"19156","Gm8679","",0,NA
