"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Ly6a TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"7288","F3","F3",5255,7.41571765237148,NA
"7290","Rln1","RLN2",6044,8.52913368048206,NA
"7291","Rln1","RLN1",6044,8.52913368048206,NA
"7298","Shtn1","SHTN1",5266,7.43124056277606,NA
"7303","Clec4a1","CLEC4A",5613,7.92091782735701,NA
"7304","Rps29","RPS29",5513,7.77980046004262,NA
"7309","Lrr1","LRR1",5398,7.61751548763106,NA
"7310","Psmd4","PSMD4",5346,7.54413445662758,NA
"7311","Rpia","RPIA",5310,7.49333220439439,NA
"7315","Rpl36al","RPL36A",5510,7.77556693902319,NA
"7316","Cdh12","CDH12",6272,8.85088127795888,NA
"7318","Ruvbl1","RUVBL1",5026,7.09255888122151,NA
"7319","Mgat2","MGAT2",5592,7.89128318022099,NA
"7320","Dnaaf2","DNAAF2",5981,8.44022973907399,NA
"7326","Acot10","ACOT9",4992,7.04457897633462,NA
"7342","Slc6a3","SLC6A3",5401,7.62174900865049,NA
"7343","Dennd6b","DENND6B",5065,7.14759465447413,NA
"7344","Clec4a3","CLEC4C",5406,7.62880487701621,NA
"7347","Vax1","VAX1",5449,7.6894853449614,NA
"7348","Ston1","STON1-GTF2A1L",7913,11.1666172755881,NA
"7349","Ston1","STON1",7913,11.1666172755881,NA
"7352","Kcnk18","KCNK18",4966,7.00788846083287,NA
"7353","Alcam","ALCAM",6055,8.54465659088664,NA
"7357","Plgrkt","PLGRKT",6177,8.7168197790102,NA
"7358","Epha1","EPHA1",5266,7.43124056277606,NA
"7359","Naip1","",7096,10.0136883846295,NA
"7360","Dcun1d1","DCUN1D1",7725,10.901316625037,NA
"7361","Khdrbs3","KHDRBS3",4910,6.92886273513681,NA
"7362","Slc18a2","SLC18A2",5702,8.04651228426682,NA
"7364","Eif2ak3","EIF2AK3",5441,7.67819595557625,NA
"7365","Kif13a","KIF13A",8774,12.3816378081651,NA
"7367","Oard1","OARD1",5258,7.41995117339091,NA
"7373","Cd274","CD274",5204,7.34374779504114,NA
"7385","Cdh18","CDH18",12025,16.969363419556,NA
"7390","Cstf2","CSTF2",5264,7.42841821542977,NA
"7394","Apobec2","APOBEC2",5157,7.27742263240337,NA
"7395","Zpld1","ZPLD1",8884,12.5368669122109,NA
"7397","Pdzd8","PDZD8",6045,8.5305448541552,NA
"7398","Gtf2a1l","GTF2A1L",5275,7.44394112583436,NA
"7403","Pole2","POLE2",5543,7.82213567023694,NA
"7407","Clec4b1","CLEC4C",6074,8.57146889067638,NA
"7409","Emx2","EMX2",4614,6.5111553278862,NA
"7410","Pkmyt1","PKMYT1",5119,7.2237980328239,NA
"7417","Abcd3","ABCD3",4609,6.50409945952048,NA
"7420","Tas2r135","TAS2R60",5378,7.58929201416818,NA
"7422","Pdcd1lg2","PDCD1LG2",7442,10.5019544755373,NA
"7424","Tex37","TEX37",5362,7.56671323539788,NA
"7425","Smpd4","SMPD4",6167,8.70270804227876,NA
"7428","Tspo2","TSPO2",4628,6.53091175931022,NA
"7438","Foxi3","FOXI3",5544,7.82354684391008,NA
"7444","Paqr4","PAQR4",4301,6.06945796819215,NA
"7450","Clptm1l","CLPTM1L",4501,6.35169270282094,NA
"7455","Kremen2","KREMEN2",4380,6.18094068837052,NA
"7464","Olfr457","",5393,7.61045961926534,NA
"7469","Alpk2","ALPK2",5734,8.09166984180743,NA
"7470","Fam135b","FAM135B",5268,7.43406291012235,NA
"7471","Sec61a1","SEC61A1",4898,6.91192865105909,NA
"7472","Lhcgr","",5278,7.44817464685379,NA
"7473","Lhcgr","LHCGR",5278,7.44817464685379,NA
"7474","Rab11fip2","RAB11FIP2",6446,9.09642549708593,NA
"7477","Fshr","FSHR",5619,7.92938486939588,NA
"7485","Ik","IK",5520,7.78967867575463,NA
"7504","Myt1l","MYT1L",9409,13.2777330906115,NA
"7514","Unc5cl","UNC5CL",4199,5.92551825353146,NA
"7516","Nhlrc1","NHLRC1",4772,6.73412076824295,NA
"7517","Fam204a","FAM204A",5309,7.49192103072125,NA
"7519","Olfr456","",5304,7.48486516235553,NA
"7520","Tert","TERT",4265,6.01865571595896,NA
"7522","Ppp6r2","PPP6R2",5486,7.74169877086773,NA
"7526","Tcaf3","",5309,7.49192103072125,NA
"7527","Kbtbd12","KBTBD12",9151,12.9136502829403,NA
"7534","Prlhr","PRLHR",5666,7.99571003203364,NA
"7538","Flywch1","FLYWCH1",6154,8.68436278452789,NA
"7542","Ehbp1l1","EHBP1L1",4486,6.33052509772378,NA
"7549","Thnsl2","THNSL2",5790,8.17069556750349,NA
"7551","Wdr55","WDR55",4852,6.84701466209446,NA
"7552","Gria2","GRIA2",6130,8.65049461637244,"NASMC1 "
"7553","Tpmt","TPMT",5468,7.71629764475114,NA
"7554","Xpnpep2","XPNPEP2",5302,7.48204281500924,NA
"7555","Basp1","BASP1",5362,7.56671323539788,NA
"7558","Lrfn2","LRFN2",4402,6.21198650917968,NA
"7560","Dnd1","DND1",4890,6.90063926167393,NA
"7562","Flywch2","FLYWCH2",4645,6.55490171175367,NA
"7564","Col22a1","",7895,11.1412161494715,NA
"7567","Hars","HARS1",5589,7.88704965920156,NA
"7568","Clec4a2","CLEC4C",9147,12.9080055882477,NA
"7574","Srrm2","SRRM2",8143,11.4911872204112,NA
"7576","Gtf2h2","GTF2H2",5256,7.41712882604462,NA
"7577","Gtf2h2","GTF2H2C",5256,7.41712882604462,NA
"7580","Tcaf2","TCAF2",4945,6.97825381369685,NA
"7581","Tcaf2","TCAF2C",4945,6.97825381369685,NA
"7584","Hars2","HARS2",5617,7.92656252204959,NA
"7586","Fabp1","FABP1",5742,8.10295923119258,NA
"7587","Adra1a","ADRA1A",5091,7.18428516997587,NA
"7594","Clec4b2","CLEC4C",5942,8.38519396582137,NA
"7595","Elob","",4953,6.989543203082,NA
"7596","Tspyl2","TSPYL2",4997,7.05163484470034,NA
"7597","Myo10","MYO10",10662,15.0459337030608,NA
"7603","Tcaf1","TCAF1",8596,12.1304488943454,NA
"7604","Dcp1a","DCP1A",4581,6.46458659667245,NA
"7605","Mocs1","MOCS1",4998,7.05304601837348,"NASMC6 "
"7606","Gpr173","GPR173",5748,8.11142627323145,NA
"7607","Sash3","SASH3",5357,7.55965736703216,NA
"7609","Klhdc1","KLHDC1",5724,8.07755810507599,NA
"7610","Zmat2","ZMAT2",5170,7.29576789015424,NA
"7611","Hcfc1","HCFC1",5299,7.47780929398981,NA
"7613","Malt1","MALT1",6008,8.47833142824887,NA
"7615","Cmah","",10946,15.4467070262337,NA
"7616","Dpysl2","DPYSL2",5205,7.34515896871428,NA
"7620","Prss33","PRSS33",5289,7.46369755725837,NA
"7626","Mccc1","MCCC1",5632,7.94773012714675,NA
"7627","Clec4n","CLEC6A",5737,8.09590336282686,NA
"7629","Ubac2","UBAC2",5947,8.39224983418709,NA
"7630","Prss41","PRSS41",5541,7.81931332289065,NA
"7631","Gpr18","GPR18",4806,6.78210067312984,NA
"7632","Pnma2","PNMA2",5161,7.28306732709595,NA
"7634","Prss32","",5990,8.45293030213228,NA
"7638","Gpr183","GPR183",5215,7.35927070544572,NA
"7640","Klhdc2","KLHDC2",5579,7.87293792247012,NA
"7641","Timm8a2","TIMM8A",4777,6.74117663660867,NA
"7646","Prss21","PRSS21",5035,7.10525944427981,NA
"7648","Fam89b","FAM89B",4825,6.80891297291958,NA
"7651","Tkt","TKT",5527,7.79955689146663,NA
"7652","Retreg1","RETREG1",11737,16.5629454016906,NA
"7655","Glrb","GLRB",5824,8.21867547239039,NA
"7657","Daam2","DAAM2",4894,6.90628395636651,NA
"7663","Ric1","RIC1",6553,9.24742108011233,NA
"7670","Clec4d","CLEC4D",5513,7.77980046004262,NA
"7676","Bnip3l","BNIP3L",5693,8.03381172120853,NA
"7688","Usp33","USP33",5338,7.53284506724243,NA
"7691","Olfr449","OR6B1",6211,8.7647996838971,NA
"7693","Adam6b","",4840,6.83008057801674,NA
"7698","Ppp2r2a","PPP2R2A",5870,8.28358946135501,NA
"7704","Zdhhc9","ZDHHC9",5729,8.08461397344171,NA
"7705","Adam6a","",4843,6.83431409903617,NA
"7707","Dcpp1","",4734,6.68049616866348,NA
"7709","Smyd1","SMYD1",9156,12.920706151306,NA
"7713","Pxdn","PXDN",4643,6.55207936440738,NA
"7715","Kif6","KIF6",5269,7.43547408379549,NA
"7717","Zfp622","ZNF622",5512,7.77838928636947,NA
"7718","Pcdha1","PCDHA1",5556,7.84048092798781,NA
"7720","Marchf11","MARCHF11",5902,8.32874701889562,NA
"7723","Tm9sf2","TM9SF2",5405,7.62739370334307,NA
"7724","Kdm1b","KDM1B",5242,7.39737239462061,NA
"7725","Trappc9","TRAPPC9",6436,9.08231376035449,NA
"7728","Nox1","NOX1",12232,17.2614763698968,NA
"7730","Dcpp2","",6099,8.60674823250497,NA
"7732","Pcdha2","PCDHA2",5707,8.05356815263254,NA
"7736","Znrd2","ZNRD2",4579,6.46176424932616,NA
"7740","Dcpp3","",4606,6.49986593850105,NA
"7742","Rftn1","RFTN1",7868,11.1031144602966,NA
"7745","Cacul1","CACUL1",6656,9.39277196844616,NA
"7748","Clybl","CLYBL",5356,7.55824619335902,NA
"7750","Pcdha3","PCDHA3",5354,7.55542384601273,NA
"7756","Pcdha4","PCDHA4",5431,7.66408421884481,NA
"7766","Ocln","OCLN",5580,7.87434909614326,NA
"7767","Zic5","ZIC5",5160,7.2816561534228,NA
"7769","Sel1l","SEL1L",5570,7.86023735941182,NA
"7772","Olfr444","OR2A14",6314,8.91015057223092,NA
"7777","Xkrx","XKRX",5974,8.43035152336198,NA
"7778","Zic2","ZIC2",4887,6.8964057406545,NA
"7779","Krcc1","KRCC1",8267,11.6661727558811,NA
"7782","Sbp","",6085,8.58699180108096,NA
"7784","Arl13a","ARL13A",6014,8.48679847028774,NA
"7787","Ebf2","EBF2",4904,6.92039569309795,NA
"7793","Utp14a","UTP14C",5486,7.74169877086773,NA
"7794","Utp14a","UTP14A",5486,7.74169877086773,NA
"7799","Ccdc74a","CCDC74B",3939,5.55861309851403,NA
"7800","Ccdc74a","CCDC74A",3939,5.55861309851403,NA
"7805","Pcdha6","PCDHA8",5133,7.24355446424791,NA
"7806","Pcdha6","PCDHA6",5133,7.24355446424791,NA
"7808","Olfr237","OR2A14",6134,8.65613931106501,NA
"7810","Nanos1","NANOS1",5726,8.08038045242228,NA
"7812","Eif3a","EIF3A",5738,8.09731453650001,NA
"7813","Cd8b1","CD8B2",4875,6.87947165657677,NA
"7814","Cd8b1","CD8B",4875,6.87947165657677,NA
"7815","Dazl","DAZ2",5992,8.45575264947857,NA
"7816","Dazl","DAZ3",5992,8.45575264947857,NA
"7817","Dazl","DAZ4",5992,8.45575264947857,NA
"7818","Dazl","DAZ1",5992,8.45575264947857,NA
"7819","Dazl","DAZL",5992,8.45575264947857,NA
"7820","Dek","DEK",5453,7.69513003965398,NA
"7822","Pcdha7","PCDHA9",5201,7.3395142740217,NA
"7823","Pcdha7","PCDHA7",5201,7.3395142740217,NA
"7826","Pcdha8","PCDHA9",5187,7.31975784259769,NA
"7827","Pcdha8","PCDHA7",5187,7.31975784259769,NA
"7829","Clec4e","CLEC4E",6415,9.05267911321846,NA
"7831","Nfkbiz","NFKBIZ",8003,11.2936229061711,NA
"7836","Plcl2","PLCL2",5970,8.4247068286694,NA
"7844","Pcdha10","PCDHA4",5124,7.23085390118962,NA
"7845","Foxr2","FOXR2",7530,10.626137758774,NA
"7847","Pcca","PCCA",5068,7.15182817549356,NA
"7849","Rnf144b","RNF144B",8038,11.3430139847311,NA
"7850","Sbpl","ZG16B",5515,7.78262280738891,NA
"7851","Rragb","RRAGB",5222,7.36914892115773,NA
"7853","Ermp1","ERMP1",5658,7.98442064264849,NA
"7854","Olfr437","OR2A2",5889,8.31040176114474,NA
"7858","Olfr13","OR2A7",5704,8.04933463161311,NA
"7859","Olfr13","OR2A4",5704,8.04933463161311,NA
"7860","Pcdha11","PCDHA11",5316,7.50179924643326,NA
"7866","Klf8","KLF8",9435,13.3144236061132,NA
"7867","Prss30","",6147,8.67448456881588,NA
"7869","Fbxl7","FBXL7",5524,7.7953233704472,NA
"7880","Marveld2","MARVELD2",5736,8.09449218915372,NA
"7883","Vmn2r20","",6097,8.60392588515869,NA
"7891","Ubqln2","UBQLN2",6128,8.64767226902615,NA
"7895","Olfr434","OR2A42",6321,8.92002878794293,NA
"7896","Olfr434","OR2A1",6321,8.92002878794293,NA
"7899","Cypt3","",5869,8.28217828768187,NA
"7900","Prss22","PRSS22",4448,6.27690049814431,NA
"7901","Chrac1","CHRAC1",5210,7.35221483708,NA
"7904","Mgll","MGLL",5263,7.42700704175663,NA
"7908","Kctd12b","",6227,8.7873784626674,NA
"7910","Ank","ANKH",5481,7.73464290250201,NA
"7913","Prss27","PRSS27",4990,7.04175662898833,NA
"7921","Nbdy","NBDY",6114,8.62791583760213,NA
"7923","Pdgfc","PDGFC",5250,7.40866178400576,NA
"7924","Ggact","GGACT",5805,8.19186317260065,NA
"7927","Zfp532","ZNF532",5788,8.1678732201572,NA
"7929","Ago2","AGO2",4758,6.71436433681893,NA
"7930","Nrxn1","NRXN1",13344,18.8307014944329,NA
"7931","Bcorl1","BCORL1",7822,11.038200471332,NA
"7940","Mlana","MLANA",4433,6.25573289304715,NA
"7943","Tpo","TPO",5105,7.20404160139988,NA
"7945","Ccdc144b","",5873,8.28782298237444,NA
"7946","Cdca2","CDCA2",5083,7.17299578059072,NA
"7949","Otulin","OTULIN",5486,7.74169877086773,NA
"7951","Ltbp3","LTBP3",4652,6.56477992746567,NA
"7955","Ctso","CTSO",5178,7.30705727953939,NA
"7956","Id4","ID4",4686,6.61275983235257,NA
"7957","Nxpe3","NXPE3",6081,8.58134710638838,NA
"7961","Sbf1","SBF1",4471,6.30935749262662,NA
"7963","Cep97","CEP97",5594,7.89410552756728,NA
"7968","Rad17","RAD17",5967,8.42047330764997,NA
"7971","Acad9","ACAD9",5325,7.51449980949155,NA
"7986","Spin2c","SPIN2B",5481,7.73464290250201,NA
"7987","Spin2c","SPIN2A",5481,7.73464290250201,NA
"7993","Samt1","",5968,8.42188448132312,NA
"7995","Nemf","NEMF",5926,8.36261518705107,NA
"7996","Trmt2b","TRMT2B",5121,7.22662038017019,NA
"7997","Zfp169","ZNF169",5583,7.87858261716269,NA
"8000","Tdo2","TDO2",6453,9.10630371279793,NA
"8002","Olfr47","OR2A42",6031,8.51078842273118,NA
"8003","Olfr47","OR2A1",6031,8.51078842273118,NA
"8013","Vmn2r22","",6184,8.72669799472221,NA
"8014","Dennd10","DENND10",5600,7.90257256960614,NA
"8015","Kctd9","KCTD9",5224,7.37197126850401,NA
"8017","Cd8a","CD8A",5425,7.65561717680595,NA
"8020","Ak6","TAF9",6062,8.55453480659865,NA
"8022","Rpl24","RPL24",5136,7.24778798526735,NA
"8023","Arhgap29","ARHGAP29",8454,11.930062232759,NA
"8027","Zbtb11","ZBTB11",5924,8.35979283970478,NA
"8031","Vmn2r23","",5521,7.79108984942777,NA
"8033","Taf9","TAF9",5988,8.450107954786,NA
"8034","Gnrh1","GNRH1",5875,8.29064532972073,NA
"8036","Ccdc125","CCDC125",5949,8.39507218153338,NA
"8037","Arhgef5","ARHGEF5",4961,7.00083259246715,NA
"8038","Med15","MED15",6815,9.61714858247605,NA
"8039","9930021J03Rik","KIAA2026",5352,7.55260149866644,NA
"8040","Dock5","DOCK5",5256,7.41712882604462,NA
"8044","Pcdha12","PCDHA13",5247,7.40442826298633,NA
"8053","Samt1d","",6195,8.74222090512679,NA
"8057","Tmem35a","TMEM35A",5271,7.43829643114178,NA
"8058","Ranbp6","RANBP6",5217,7.36209305279201,NA
"8063","Ptpdc1","PTPDC1",8161,11.5165883465278,NA
"8065","Sfxn4","SFXN4",5858,8.26665537727728,NA
"8067","Rmnd5a","RMND5A",5150,7.26754441669136,NA
"8078","Oacyl","",5063,7.14477230712784,NA
"8080","Samt2b","",5296,7.47357577297038,NA
"8081","Flrt2","FLRT2",5950,8.39648335520653,"NASMC8 "
"8084","Samt4","",6013,8.48538729661459,NA
"8087","Samt2","",5303,7.48345398868239,NA
"8091","Elf4","ELF4",7332,10.3467253714915,NA
"8094","Arf6","ARF6",6112,8.62509349025585,NA
"8098","Vmn2r24","",5824,8.21867547239039,NA
"8099","Prdx3","PRDX3",5470,7.71911999209743,NA
"8106","Pcdhac1","PCDHAC1",5613,7.92091782735701,NA
"8110","Tmtc4","TMTC4",5408,7.6316272243625,NA
"8111","Vmn2r25","",5428,7.65985069782538,NA
"8113","Il33","IL33",9605,13.5543231305477,NA
"8114","Barx1","BARX1",4145,5.84931487518169,NA
"8121","Kctd5","KCTD5",5245,7.40160591564004,NA
"8122","Rnf103","RNF103",5840,8.24125425116069,NA
"8126","Phf2","PHF2",4710,6.64662800050802,NA
"8131","Cldn34b1","CLDN34",5374,7.58364731947561,NA
"8134","Pcdhac2","PCDHAC2",5523,7.79391219677406,NA
"8135","Magea6","MAGEA10",5948,8.39366100786024,NA
"8137","Pip5k1a","PIP5K1A",5620,7.93079604306902,NA
"8149","Nobox","NOBOX",5054,7.13207174406954,NA
"8150","Magea8","MAGEA10",4369,6.16541777796593,NA
"8152","Sntg2","SNTG2",5390,7.60622609824591,NA
"8155","Magea2","MAGEA10",7162,10.106825847057,NA
"8163","Magea5","MAGEA10",4935,6.96414207696541,NA
"8167","Cdk7","CDK7",5657,7.98300946897535,NA
"8168","Trpd52l3","TPD52L3",5412,7.63727191905508,NA
"8171","Magea1","MAGEA10",4840,6.83008057801674,NA
"8172","Grk5","GRK5",5592,7.89128318022099,NA
"8173","Tbc1d5","TBC1D5",5408,7.6316272243625,NA
"8174","Cldn34b2","CLDN34",5479,7.73182055515572,NA
"8180","Pcdhb1","PCDHB1",5473,7.72335351311686,NA
"8187","Pcdhb2","PCDHB2",5016,7.07844714449007,NA
"8191","Aifm1","AIFM1",5615,7.9237401747033,NA
"8193","Pcdhb3","PCDHB3",4662,6.57889166419711,NA
"8195","Abtb1","ABTB1",4038,5.69831929215529,NA
"8197","Tacr2","TACR2",5251,7.4100729576789,NA
"8198","Pcdhb4","PCDHB5",4749,6.70166377376064,NA
"8201","Pcdhb5","PCDHB4",5960,8.41059509193797,NA
"8207","Pcdhb6","PCDHB5",5377,7.58788084049504,NA
"8210","Pcnp","",6676,9.42099544190904,NA
"8211","Pcdhb7","PCDHB4",5551,7.83342505962209,NA
"8212","Zfp950","",6114,8.62791583760213,NA
"8213","1500009L16Rik","C12orf75",5098,7.19416338568788,"NASMC1 SMC2 "
"8216","Pcdhb9","PCDHB4",5471,7.72053116577057,NA
"8218","Sec11c","SEC11C",5043,7.11654883366496,NA
"8220","Vcpkmt","VCPKMT",5831,8.22855368810239,NA
"8226","Gm7102","MPLKIP",5160,7.2816561534228,NA
"8230","Uhrf2","UHRF2",6092,8.59687001679297,NA
"8235","Adm2","ADM2",5162,7.28447850076909,NA
"8236","Slc6a18","SLC6A18",4950,6.98530968206257,NA
"8238","Miox","MIOX",5477,7.72899820780944,NA
"8239","Arhgap18","ARHGAP18",11867,16.7463979791993,NA
"8242","Trmt10c","TRMT10C",4918,6.94015212452196,NA
"8246","Klhl22","KLHL22",6243,8.8099572414377,NA
"8251","Rab33a","RAB33A",5494,7.75298816025288,NA
"8256","Nefm","",5953,8.40071687622596,NA
"8257","Tmem18","TMEM18",4803,6.77786715211041,NA
"8258","Sat1","SAT1",5410,7.63444957170879,"NASMC7 "
"8259","Vmn2r26","",5096,7.19134103834159,NA
"8268","Nuak1","NUAK1",4779,6.74399898395495,NA
"8270","Zfp267","",5915,8.34709227664649,NA
"8277","Scarf2","SCARF2",3780,5.33423648448415,NA
"8282","Alkal2","ALKAL2",5273,7.44111877848807,NA
"8286","Otulinl","OTULINL",5324,7.51308863581841,NA
"8289","Nefl","NEFL",5333,7.52578919887671,NA
"8292","Chmp3","CHMP3",5650,7.97313125326334,NA
"8293","Chmp3","RNF103-CHMP3",5650,7.97313125326334,NA
"8297","Pcdhb10","PCDHB5",5917,8.34991462399278,NA
"8302","Qrfpr","QRFPR",6085,8.58699180108096,NA
"8318","Pcdhb11","PCDHB5",5602,7.90539491695243,NA
"8319","Agrp","AGRP",10061,14.1978183255013,NA
"8325","Adcyap1","ADCYAP1",5883,8.30193471910588,NA
"8346","Prkcd","PRKCD",7030,9.920550922202,NA
"8347","Scyl1","SCYL1",4856,6.85265935678704,NA
"8351","Pcdhb12","PCDHB5",5228,7.37761596319659,NA
"8364","Ckap4","CKAP4",4691,6.61981570071829,NA
"8369","Pcdhb13","PCDHB6",5123,7.22944272751648,NA
"8370","Ripor1","RIPOR1",5496,7.75581050759917,NA
"8371","Car15","",4215,5.94809703230177,NA
"8372","Asic5","ASIC5",6080,8.57993593271524,NA
"8375","Pcdhb14","",5308,7.49050985704811,NA
"8382","Tpk1","TPK1",5286,7.45946403623894,NA
"8386","Cenpi","CENPI",5460,7.70500825536599,NA
"8387","Pcdhb15","PCDHB7",5551,7.83342505962209,NA
"8393","Pcdhb16","PCDHB13",5402,7.62316018232364,NA
"8396","Cct2","CCT2",4955,6.99236555042829,NA
"8397","Galc","GALC",6021,8.49667668599975,NA
"8398","Mettl4","METTL4",5510,7.77556693902319,NA
"8399","Pcdhb17","PCDHB16",5330,7.52155567785727,NA
"8400","Grp","GRP",4925,6.95003034023397,NA
"8402","Vps72","VPS72",5358,7.5610685407053,NA
"8403","Senp7","SENP7",5737,8.09590336282686,NA
"8405","Pcdhb18","PCDHB10",5273,7.44111877848807,NA
"8406","Pcdhb18","PCDHB9",5273,7.44111877848807,NA
"8408","Lmf2","LMF2",4729,6.67344030029776,NA
"8411","Pcdhb19","PCDHB12",5088,7.18005164895644,NA
"8412","Pcdhb19","PCDHB11",5088,7.18005164895644,NA
"8414","Pcdhb20","PCDHB14",5407,7.63021605068936,NA
"8415","Pcdhb21","",4365,6.15977308327336,NA
"8421","Pcdhb22","PCDHB15",5325,7.51449980949155,NA
"8435","Vmn2r27","",5847,8.2511324668727,NA
"8437","Rax","RAX",5117,7.22097568547761,NA
"8438","Gucy1b1","GUCY1B1",5556,7.84048092798781,"NASMC6 "
"8440","Ctcf","CTCF",5919,8.35273697133906,NA
"8445","Satb1","SATB1",9009,12.7132636213539,NA
"8453","Slc25a2","SLC25A2",4952,6.98813202940886,NA
"8454","Trio","TRIO",8378,11.8228130336,NA
"8455","Taf7","TAF7",5285,7.4580528625658,NA
"8456","Podxl2","PODXL2",5168,7.29294554280795,NA
"8457","Cplx4","CPLX4",5348,7.54695680397387,NA
"8471","Nr3c2","NR3C2",6086,8.5884029747541,NA
"8472","Acp1","ACP1",5336,7.53002271989614,NA
"8473","Tcp11l2","TCP11L2",4940,6.97119794533113,NA
"8475","Anxa5","ANXA5",5038,7.10949296529924,NA
"8476","Pcdhga1","PCDHGA1",4939,6.96978677165799,NA
"8478","Pcdhga2","PCDHGA2",4610,6.50551063319363,NA
"8479","Pcdhga3","PCDHGA3",4968,7.01071080817916,NA
"8480","Csf2ra","CSF2RA",5889,8.31040176114474,NA
"8483","Frs2","FRS2",6044,8.52913368048206,NA
"8486","Dgcr2","DGCR2",4663,6.58030283787026,NA
"8488","Acot9","ACOT9",5945,8.38942748684081,NA
"8490","1810062G17Rik","",4963,7.00365493981344,NA
"8495","Gpr65","GPR65",5807,8.19468551994694,NA
"8497","Gucy1a1","GUCY1A1",6428,9.07102437096933,NA
"8498","Cntnap2","CNTNAP2",11883,16.7689767579696,NA
"8506","Sos2","SOS2",5991,8.45434147580543,NA
"8509","Yeats4","YEATS4",5238,7.39172769992803,NA
"8515","Gldc","GLDC",5545,7.82495801758322,NA
"8516","Smim43","SMIM43",5699,8.04227876324739,NA
"8517","Pcdhgb1","PCDHGB1",4683,6.60852631133314,NA
"8518","Pcdhga4","PCDHGA4",4582,6.4659977703456,NA
"8521","Pcdhgb2","PCDHGB2",5079,7.16735108589814,NA
"8523","Tmod4","TMOD4",4811,6.78915654149556,NA
"8524","Prdx4","PRDX4",6308,8.90168353019206,NA
"8526","Pcdhga5","PCDHGA5",5421,7.64997248211337,NA
"8527","Polr3b","POLR3B",5923,8.35838166603164,NA
"8534","Pcdhga6","PCDHGA6",5594,7.89410552756728,NA
"8540","Pcdhga7","PCDHGA7",5450,7.69089651863455,NA
"8544","Pcdhgb4","PCDHGB4",5349,7.54836797764701,NA
"8549","Pcm1","PCM1",5622,7.93361839041531,NA
"8553","Lman1","LMAN1",9088,12.8247463415323,NA
"8562","Mbl2","MBL2",5630,7.94490777980046,NA
"8563","Ptchd1","PTCHD1",6184,8.72669799472221,NA
"8565","Kcnh8","KCNH8",5874,8.28923415604759,NA
"8577","Tssk1","TSSK1B",4272,6.02853393167097,NA
"8581","Tssk2","TSSK2",4020,5.67291816603869,NA
"8582","Fam120a","FAM120A",5358,7.5610685407053,NA
"8584","Abca4","ABCA4",8190,11.557512383049,NA
"8588","Impg2","IMPG2",5708,8.05497932630569,NA
"8589","Dkk1","DKK1",5459,7.70359708169284,NA
"8603","Abcc9","ABCC9",5610,7.91668430633758,"NASMC6 "
"8609","Prkg1","PRKG1",13916,19.6378928354713,NA
"8611","Pdpk1","PDPK1",9811,13.8450249072153,NA
"8613","9530003J23Rik","LYZ",5931,8.36967105541679,"NASMC7 "
"8619","Phex","PHEX",5211,7.35362601075314,NA
"8621","L2hgdh","L2HGDH",5707,8.05356815263254,NA
"8636","Lyz2","",4214,5.94668585862862,NA
"8639","Mrps36","MRPS36",5346,7.54413445662758,NA
"8642","Cstf2t","CSTF2T",5095,7.18992986466844,NA
"8655","Ncaph2","NCAPH2",4801,6.77504480476412,NA
"8656","Kcnk10","KCNK10",6062,8.55453480659865,NA
"8657","A1cf","A1CF",5240,7.39455004727432,NA
"8658","Lyz1","",4870,6.87241578821105,NA
"8661","Adam7","ADAM7",5477,7.72899820780944,NA
"8662","Ess2","ESS2",4629,6.53232293298336,NA
"8663","Lama2","LAMA2",5918,8.35132579766592,NA
"8665","Cenph","CENPH",6134,8.65613931106501,NA
"8687","Btbd35f18","",8918,12.5848468170978,NA
"8689","Pcdhga8","PCDHGA8",4816,6.79621240986128,NA
"8690","Sh3yl1","SH3YL1",5349,7.54836797764701,NA
"8691","Adamdec1","ADAMDEC1",6025,8.50232138069232,NA
"8692","Btbd35f10","",9307,13.1337933759508,NA
"8696","Gsc2","GSC2",4611,6.50692180686677,NA
"8699","Ripor2","RIPOR2",13675,19.2977999802436,NA
"8705","Slc25a1","SLC25A1",4484,6.32770275037749,NA
"8709","Nalcn","NALCN",6105,8.61521527454384,NA
"8714","Btbd35f28","",5655,7.98018712162906,NA
"8717","Btbd35f20","",5499,7.7600440286186,NA
"8726","Btbd35f17","",5648,7.97030890591705,NA
"8727","Pcdhgb5","PCDHGB5",4720,6.66073973723946,NA
"8728","Zzz3","ZZZ3",5497,7.75722168127231,NA
"8730","Asah2","ASAH2",10329,14.5760128699039,NA
"8731","Asah2","ASAH2B",10329,14.5760128699039,NA
"8732","Dmac2l","DMAC2L",5712,8.06062402099826,NA
"8735","Ccbe1","CCBE1",5363,7.56812440907102,NA
"8737","Acd","ACD",3770,5.32012474775271,NA
"8740","Vpreb2","VPREB1",5437,7.67255126088368,NA
"8741","Drp2","DRP2",5789,8.16928439383035,NA
"8743","Dgcr6","",6741,9.51272173066339,NA
"8744","Dgcr6","DGCR6L",6741,9.51272173066339,NA
"8745","Dgcr6","DGCR6",6741,9.51272173066339,NA
"8769","Cdkl1","CDKL1",6300,8.89039414080691,NA
"8770","Prodh","",4461,6.29524575589518,NA
"8771","Prodh","PRODH",4461,6.29524575589518,NA
"8780","Rft1","",5141,7.25484385363307,NA
