"","X","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","X..of.Myh11.TFs.that.bind.Mouse.gene.s.PPR"
"294",294,"C7","C7",NA,990,10.2061855670103
"1681",1681,"Kctd8","KCTD8",NA,990,10.2061855670103
"1726",1726,"Trmt11","TRMT11",NA,990,10.2061855670103
"1757",1757,"Hint3","HINT3",NA,990,10.2061855670103
"1870",1870,"Fam110a","FAM110A",NA,990,10.2061855670103
"2305",2305,"Thnsl2","THNSL2",NA,990,10.2061855670103
"6929",6929,"En1","EN1",NA,990,10.2061855670103
"10242",10242,"Cep85","CEP85",NA,990,10.2061855670103
"11038",11038,"Fam228b","FAM228B",NA,990,10.2061855670103
"11039",11039,"Fam228b","",NA,990,10.2061855670103
"11908",11908,"Rnf133","RNF133",NA,990,10.2061855670103
"12533",12533,"Eif2b3","EIF2B3",NA,990,10.2061855670103
"13064",13064,"Gdpd2","GDPD2",NA,990,10.2061855670103
"19981",19981,"Lrch4","LRCH4",NA,990,10.2061855670103
"20523",20523,"Gtf2i","GTF2I",NA,990,10.2061855670103
"21605",21605,"Fam98b","FAM98B",NA,990,10.2061855670103
"743",743,"Vcam1","VCAM1",NA,989,10.1958762886598
"1416",1416,"Arf4","ARF4",NA,989,10.1958762886598
"2572",2572,"Rel","REL",NA,989,10.1958762886598
"4977",4977,"Chrnb4","CHRNB4",NA,989,10.1958762886598
"5940",5940,"Stk26","STK26",NA,989,10.1958762886598
"6445",6445,"Tceal7","TCEAL7",NA,989,10.1958762886598
"8705",8705,"Foxo1","FOXO1",NA,989,10.1958762886598
"11010",11010,"Acsl5","ACSL5",NA,989,10.1958762886598
"12776",12776,"Sptbn2","SPTBN2",NA,989,10.1958762886598
"13549",13549,"Ceacam19","CEACAM19",NA,989,10.1958762886598
"14121",14121,"Lmo4","LMO4",NA,989,10.1958762886598
"15097",15097,"Mcoln3","MCOLN3",NA,989,10.1958762886598
"15385",15385,"Ube2q1","UBE2Q1",NA,989,10.1958762886598
"15666",15666,"Col6a2","COL6A2",NA,989,10.1958762886598
"18679",18679,"Nedd4","NEDD4",NA,989,10.1958762886598
"19482",19482,"Hps5","HPS5",NA,989,10.1958762886598
"19600",19600,"Ifi211","IFI16",NA,989,10.1958762886598
"19601",19601,"Ifi211","PYHIN1",NA,989,10.1958762886598
"20437",20437,"Mmp17","MMP17",NA,989,10.1958762886598
"20936",20936,"Zfp12","ZNF12",NA,989,10.1958762886598
"257",257,"Popdc2","POPDC2",NA,988,10.1855670103093
"950",950,"Sirt5","SIRT5",NA,988,10.1855670103093
"1008",1008,"Calm2","CALM2",NA,988,10.1855670103093
"2407",2407,"Dek","DEK",NA,988,10.1855670103093
"2492",2492,"Yipf1","YIPF1",NA,988,10.1855670103093
"3462",3462,"Cep72","CEP72",NA,988,10.1855670103093
"3555",3555,"Wdr20rt","WDR20",NA,988,10.1855670103093
"4076",4076,"Gpr173","GPR173",NA,988,10.1855670103093
"4487",4487,"Cacna2d2","CACNA2D2",NA,988,10.1855670103093
"8018",8018,"Polr1d","POLR1D",NA,988,10.1855670103093
"8578",8578,"Teddm3","",NA,988,10.1855670103093
"8970",8970,"Ifnl2","IFNL3",NA,988,10.1855670103093
"8971",8971,"Ifnl2","IFNL2",NA,988,10.1855670103093
"9928",9928,"Crybg2","CRYBG2",NA,988,10.1855670103093
"11641",11641,"9230112D13Rik","",NA,988,10.1855670103093
"12322",12322,"Dynlt2a1","DYNLT2",NA,988,10.1855670103093
"13144",13144,"Arl5b","ARL5B",NA,988,10.1855670103093
"14354",14354,"Dkkl1","DKKL1",NA,988,10.1855670103093
"16040",16040,"Atp6v0a4","ATP6V0A4",NA,988,10.1855670103093
"19817",19817,"Mrgprx1","MRGPRX4",NA,988,10.1855670103093
"19818",19818,"Mrgprx1","MRGPRX2",NA,988,10.1855670103093
"19819",19819,"Mrgprx1","MRGPRX1",NA,988,10.1855670103093
"19820",19820,"Mrgprx1","MRGPRX3",NA,988,10.1855670103093
"21085",21085,"Egfr","EGFR",NA,988,10.1855670103093
"1496",1496,"Top3b","TOP3B",NA,987,10.1752577319588
"1604",1604,"Reep5","REEP5",NA,987,10.1752577319588
"1778",1778,"Tsen15","TSEN15",NA,987,10.1752577319588
"1972",1972,"Snurf","",NA,987,10.1752577319588
"1973",1973,"Snurf","SNURF",NA,987,10.1752577319588
"2296",2296,"Lrtm1","LRTM1",NA,987,10.1752577319588
"2360",2360,"Matr3","MATR3",NA,987,10.1752577319588
"3286",3286,"Pgap3","PGAP3",NA,987,10.1752577319588
"3411",3411,"Asic5","ASIC5",NA,987,10.1752577319588
"3874",3874,"Pole3","POLE3",NA,987,10.1752577319588
"5953",5953,"Usp46","USP46",NA,987,10.1752577319588
"6473",6473,"Bzw2","BZW2",NA,987,10.1752577319588
"6970",6970,"Chodl","CHODL",NA,987,10.1752577319588
"9138",9138,"Ube2i","UBE2I",NA,987,10.1752577319588
"10257",10257,"Aox2","",NA,987,10.1752577319588
"12822",12822,"Apobec3","APOBEC3H",NA,987,10.1752577319588
"13165",13165,"Mpp2","MPP2",NA,987,10.1752577319588
"14758",14758,"Dock7","DOCK7",NA,987,10.1752577319588
"17009",17009,"Pbx1","PBX1",NA,987,10.1752577319588
"18818",18818,"Tmem182","TMEM182",NA,987,10.1752577319588
"19373",19373,"Mmp12","MMP12",NA,987,10.1752577319588
"19517",19517,"Gtf2h1","GTF2H1",NA,987,10.1752577319588
"338",338,"Mok","MOK",NA,986,10.1649484536082
"776",776,"Pde1b","PDE1B",NA,986,10.1649484536082
"1296",1296,"Zbtb8os","ZBTB8OS",NA,986,10.1649484536082
"1352",1352,"Dpep2","DPEP2",NA,986,10.1649484536082
"2066",2066,"Olah","OLAH",NA,986,10.1649484536082
"2901",2901,"Gldc","GLDC",NA,986,10.1649484536082
"3228",3228,"Vrk2","VRK2",NA,986,10.1649484536082
"3344",3344,"Cabcoco1","CABCOCO1",NA,986,10.1649484536082
"3636",3636,"Trim35","TRIM35",NA,986,10.1649484536082
"3994",3994,"Irak1bp1","IRAK1BP1",NA,986,10.1649484536082
"4826",4826,"Sorbs3","SORBS3",NA,986,10.1649484536082
"4849",4849,"Igfbp4","IGFBP4",NA,986,10.1649484536082
"5560",5560,"Tmed7","TMED7-TICAM2",NA,986,10.1649484536082
"5561",5561,"Tmed7","TMED7",NA,986,10.1649484536082
"6881",6881,"Pals2","PALS2",NA,986,10.1649484536082
"9082",9082,"Zfp521","ZNF521",NA,986,10.1649484536082
"11632",11632,"Psmb5","PSMB5",NA,986,10.1649484536082
"11967",11967,"Ropn1","ROPN1B",NA,986,10.1649484536082
"11968",11968,"Ropn1","ROPN1",NA,986,10.1649484536082
"12998",12998,"Serpinb6c","SERPINB6",NA,986,10.1649484536082
"13661",13661,"Zmym3","ZMYM3",NA,986,10.1649484536082
"18802",18802,"Khdc3","KHDC3L",NA,986,10.1649484536082
"2195",2195,"Dppa2","DPPA2",NA,985,10.1546391752577
"4332",4332,"Tmem131l","TMEM131L",NA,985,10.1546391752577
"4388",4388,"Zfp467","ZNF467",NA,985,10.1546391752577
"4471",4471,"Eno2","ENO2",NA,985,10.1546391752577
"7832",7832,"Ceacam12","CEACAM21",NA,985,10.1546391752577
"8342",8342,"Tmtc2","TMTC2",NA,985,10.1546391752577
"8584",8584,"Rbms2","RBMS2",NA,985,10.1546391752577
"8718",8718,"Fam71d","FAM71D",NA,985,10.1546391752577
"8765",8765,"Rab3gap1","RAB3GAP1",NA,985,10.1546391752577
"9874",9874,"Pcare","PCARE",NA,985,10.1546391752577
"10057",10057,"Klre1","KLRC2",NA,985,10.1546391752577
"10058",10058,"Klre1","",NA,985,10.1546391752577
"10059",10059,"Klre1","KLRC3",NA,985,10.1546391752577
"10060",10060,"Klre1","KLRC1",NA,985,10.1546391752577
"10061",10061,"Klre1","KLRC4",NA,985,10.1546391752577
"10062",10062,"Klre1","KLRC4-KLRK1",NA,985,10.1546391752577
"10278",10278,"Thap2","",NA,985,10.1546391752577
"10711",10711,"Xdh","XDH",NA,985,10.1546391752577
"12217",12217,"Prdx6","PRDX6",NA,985,10.1546391752577
"19012",19012,"Tmem150c","TMEM150C",NA,985,10.1546391752577
"19583",19583,"Ifi204","IFI16",NA,985,10.1546391752577
"19584",19584,"Ifi204","PYHIN1",NA,985,10.1546391752577
"19975",19975,"Smc2","SMC2",NA,985,10.1546391752577
"20692",20692,"Elp4","ELP4",NA,985,10.1546391752577
"20698",20698,"Immp1l","IMMP1L",NA,985,10.1546391752577
"20739",20739,"Snai1","SNAI1",NA,985,10.1546391752577
"21683",21683,"Cst10","CST3",NA,985,10.1546391752577
"21758",21758,"Kif5c","KIF5C",NA,985,10.1546391752577
"1539",1539,"Ednrb","EDNRB",NA,984,10.1443298969072
"1939",1939,"Arhgap8","ARHGAP8",NA,984,10.1443298969072
"1940",1940,"Arhgap8","PRR5-ARHGAP8",NA,984,10.1443298969072
"2203",2203,"Defb30","DEFB135",NA,984,10.1443298969072
"2233",2233,"C1galt1c1","C1GALT1C1",NA,984,10.1443298969072
"3161",3161,"Marcks","MARCKS",NA,984,10.1443298969072
"4194",4194,"Ccm2l","CCM2L",NA,984,10.1443298969072
"5336",5336,"Gimap7","GIMAP7",NA,984,10.1443298969072
"5901",5901,"Epha3","EPHA3",NA,984,10.1443298969072
"6187",6187,"Tra2a","TRA2A",NA,984,10.1443298969072
"6631",6631,"Hook2","HOOK2",NA,984,10.1443298969072
"7647",7647,"Bicc1","BICC1",NA,984,10.1443298969072
"7989",7989,"Lnx2","LNX2",NA,984,10.1443298969072
"8551",8551,"Trim66","TRIM66",NA,984,10.1443298969072
"10336",10336,"Supt16","SUPT16H",NA,984,10.1443298969072
"11970",11970,"Tmem179","TMEM179",NA,984,10.1443298969072
"12295",12295,"Elk4","ELK4",NA,984,10.1443298969072
"14210",14210,"Atp12a","ATP12A",NA,984,10.1443298969072
"14227",14227,"Ptpn18","PTPN18",NA,984,10.1443298969072
"15661",15661,"Zfp239","ZNF239",NA,984,10.1443298969072
"17030",17030,"Zfp811","ZNF878",NA,984,10.1443298969072
"17031",17031,"Zfp811","ZNF700",NA,984,10.1443298969072
"20080",20080,"Ccdc185","CCDC185",NA,984,10.1443298969072
"20779",20779,"Zfp536","ZNF536",NA,984,10.1443298969072
"21442",21442,"Heatr9","HEATR9",NA,984,10.1443298969072
"21817",21817,"Nop56","NOP56",NA,984,10.1443298969072
"643",643,"Pdia6","PDIA6",NA,983,10.1340206185567
"964",964,"Zfp213","ZNF213",NA,983,10.1340206185567
"1675",1675,"Slc35a5","SLC35A5",NA,983,10.1340206185567
"2574",2574,"Cldnd2","CLDND2",NA,983,10.1340206185567
"5025",5025,"Defb37","",NA,983,10.1340206185567
"5647",5647,"Scn9a","SCN9A",NA,983,10.1340206185567
"6201",6201,"Cspg4","CSPG4",NA,983,10.1340206185567
"6327",6327,"Rnf19a","RNF19A",NA,983,10.1340206185567
"6769",6769,"Ints5","INTS5",NA,983,10.1340206185567
"7369",7369,"Naa30","NAA30",NA,983,10.1340206185567
"8160",8160,"Snx10","SNX10",NA,983,10.1340206185567
"9056",9056,"Nav3","NAV3",NA,983,10.1340206185567
"9203",9203,"8030462N17Rik","C18orf25",NA,983,10.1340206185567
"11869",11869,"Rflna","RFLNA",NA,983,10.1340206185567
"12048",12048,"Supt6","SUPT6H",NA,983,10.1340206185567
"12308",12308,"Gm3435","ERMARD",NA,983,10.1340206185567
"13485",13485,"Scn4b","SCN4B",NA,983,10.1340206185567
"13543",13543,"Raet1e","",NA,983,10.1340206185567
"13544",13544,"Raet1e","RAET1E",NA,983,10.1340206185567
"13791",13791,"Gm2012","SYCP3",NA,983,10.1340206185567
"15055",15055,"Prol1","",NA,983,10.1340206185567
"16412",16412,"Pramel25","PRAMEF20",NA,983,10.1340206185567
"16413",16413,"Pramel25","PRAMEF10",NA,983,10.1340206185567
"16414",16414,"Pramel25","PRAMEF12",NA,983,10.1340206185567
"16415",16415,"Pramel25","PRAMEF26",NA,983,10.1340206185567
"16416",16416,"Pramel25","PRAMEF18",NA,983,10.1340206185567
"16417",16417,"Pramel25","PRAMEF14",NA,983,10.1340206185567
"16418",16418,"Pramel25","PRAMEF9",NA,983,10.1340206185567
"16419",16419,"Pramel25","PRAMEF1",NA,983,10.1340206185567
"16420",16420,"Pramel25","PRAMEF4",NA,983,10.1340206185567
"16421",16421,"Pramel25","PRAMEF33",NA,983,10.1340206185567
"16422",16422,"Pramel25","PRAMEF17",NA,983,10.1340206185567
"16423",16423,"Pramel25","PRAMEF15",NA,983,10.1340206185567
"16424",16424,"Pramel25","PRAMEF25",NA,983,10.1340206185567
"16425",16425,"Pramel25","PRAMEF6",NA,983,10.1340206185567
"16426",16426,"Pramel25","PRAMEF13",NA,983,10.1340206185567
"16427",16427,"Pramel25","PRAMEF2",NA,983,10.1340206185567
"16428",16428,"Pramel25","PRAMEF27",NA,983,10.1340206185567
"16429",16429,"Pramel25","PRAMEF5",NA,983,10.1340206185567
"16430",16430,"Pramel25","PRAMEF11",NA,983,10.1340206185567
"16431",16431,"Pramel25","PRAMEF8",NA,983,10.1340206185567
"16432",16432,"Pramel25","PRAMEF19",NA,983,10.1340206185567
"16433",16433,"Pramel25","PRAMEF7",NA,983,10.1340206185567
"19466",19466,"Rgs1","RGS1",NA,983,10.1340206185567
"20362",20362,"Myl7","MYL7",NA,983,10.1340206185567
"21610",21610,"Polr3f","POLR3F",NA,983,10.1340206185567
"162",162,"Sptssa","SPTSSA",NA,982,10.1237113402062
"248",248,"Cfap91","CFAP91",NA,982,10.1237113402062
"249",249,"Cfap91","",NA,982,10.1237113402062
"422",422,"Sycp2l","SYCP2L",NA,982,10.1237113402062
"820",820,"Fyb","FYB1",NA,982,10.1237113402062
"1272",1272,"Slc12a4","SLC12A4",NA,982,10.1237113402062
"1605",1605,"Trim6","TRIM6",NA,982,10.1237113402062
"3005",3005,"Rai14","RAI14",NA,982,10.1237113402062
"4834",4834,"Cyp2c29","",NA,982,10.1237113402062
"5974",5974,"Itpr2","ITPR2",NA,982,10.1237113402062
"7520",7520,"Cpe","CPE",NA,982,10.1237113402062
"7598",7598,"Cav1","CAV1",NA,982,10.1237113402062
"7831",7831,"Rb1","RB1",NA,982,10.1237113402062
"8100",8100,"Skint7","",NA,982,10.1237113402062
"8405",8405,"Prkag1","PRKAG1",NA,982,10.1237113402062
"9478",9478,"Klrb1b","KLRB1",NA,982,10.1237113402062
"9735",9735,"Atf1","ATF1",NA,982,10.1237113402062
"10034",10034,"Sfr1","SFR1",NA,982,10.1237113402062
"10127",10127,"Rgs17","RGS17",NA,982,10.1237113402062
"10364",10364,"Bbs2","",NA,982,10.1237113402062
"10365",10365,"Bbs2","BBS2",NA,982,10.1237113402062
"11356",11356,"Dnajb14","DNAJB14",NA,982,10.1237113402062
"13211",13211,"Map3k5","MAP3K5",NA,982,10.1237113402062
"14814",14814,"Vmn1r181","",NA,982,10.1237113402062
"14846",14846,"Septin8","SEPTIN8",NA,982,10.1237113402062
"17323",17323,"Uap1","UAP1",NA,982,10.1237113402062
"18114",18114,"2010109A12Rik","",NA,982,10.1237113402062
"21312",21312,"Tmem17","TMEM17",NA,982,10.1237113402062
"1622",1622,"Pou3f4","POU3F4",NA,981,10.1134020618557
"1669",1669,"Rpl29","RPL29",NA,981,10.1134020618557
"2258",2258,"Egr1","EGR1",NA,981,10.1134020618557
"3787",3787,"Safb2","SAFB2",NA,981,10.1134020618557
"4091",4091,"BC024978","C19orf54",NA,981,10.1134020618557
"4652",4652,"Myom2","MYOM2",NA,981,10.1134020618557
"5598",5598,"Arl14epl","ARL14EPL",NA,981,10.1134020618557
"5889",5889,"Gykl1","",NA,981,10.1134020618557
"5978",5978,"Nr2c1","NR2C1",NA,981,10.1134020618557
"6371",6371,"Olfr146","OR8G5",NA,981,10.1134020618557
"6372",6372,"Olfr146","OR8G1",NA,981,10.1134020618557
"7418",7418,"Snrnp48","SNRNP48",NA,981,10.1134020618557
"7681",7681,"Gpr39","GPR39",NA,981,10.1134020618557
"8820",8820,"Gm4952","",NA,981,10.1134020618557
"9198",9198,"Ssbp2","SSBP2",NA,981,10.1134020618557
"9796",9796,"Hsd3b3","HSD3B1",NA,981,10.1134020618557
"9797",9797,"Hsd3b3","HSD3B2",NA,981,10.1134020618557
"10373",10373,"Pcdh9","PCDH9",NA,981,10.1134020618557
"10958",10958,"Sycp1","SYCP1",NA,981,10.1134020618557
"11353",11353,"Ski","SKI",NA,981,10.1134020618557
"15833",15833,"Zfand3","ZFAND3",NA,981,10.1134020618557
"18511",18511,"Ptgr1","PTGR1",NA,981,10.1134020618557
"19083",19083,"Aqp7","AQP7",NA,981,10.1134020618557
"19084",19084,"Aqp7","",NA,981,10.1134020618557
"19471",19471,"Catip","CATIP",NA,981,10.1134020618557
"21651",21651,"Rc3h2","RC3H2",NA,981,10.1134020618557
"21764",21764,"Nmi","NMI",NA,981,10.1134020618557
"601",601,"Tigit","TIGIT",NA,980,10.1030927835052
"1086",1086,"Kcnk12","KCNK12",NA,980,10.1030927835052
"1682",1682,"Atg3","ATG3",NA,980,10.1030927835052
"1930",1930,"Olfr1188","",NA,980,10.1030927835052
"1994",1994,"Tcf15","TCF15",NA,980,10.1030927835052
"2999",2999,"Gria2","GRIA2",NA,980,10.1030927835052
"3525",3525,"Doc2b","DOC2B",NA,980,10.1030927835052
"3877",3877,"4933430I17Rik","C9orf43",NA,980,10.1030927835052
"4082",4082,"Mettl24","METTL24",NA,980,10.1030927835052
"4550",4550,"Trappc13","TRAPPC13",NA,980,10.1030927835052
"4597",4597,"Shld3","SHLD3",NA,980,10.1030927835052
"6652",6652,"Agmo","AGMO",NA,980,10.1030927835052
"7187",7187,"Cd1d1","CD1D",NA,980,10.1030927835052
"7434",7434,"Hif3a","HIF3A",NA,980,10.1030927835052
"8072",8072,"Tfap2d","TFAP2D",NA,980,10.1030927835052
"8271",8271,"Panx1","PANX1",NA,980,10.1030927835052
"8626",8626,"Mcm3","MCM3",NA,980,10.1030927835052
"9122",9122,"Thg1l","THG1L",NA,980,10.1030927835052
"11053",11053,"Pfn4","PFN4",NA,980,10.1030927835052
"11679",11679,"Olfr780","OR6C68",NA,980,10.1030927835052
"12296",12296,"Olfr128","",NA,980,10.1030927835052
"12785",12785,"Calcoco1","CALCOCO1",NA,980,10.1030927835052
"13237",13237,"Rpl35a","RPL35A",NA,980,10.1030927835052
"14727",14727,"Ppih","",NA,980,10.1030927835052
"14994",14994,"Cpa2","CPA2",NA,980,10.1030927835052
"15065",15065,"Lamtor5","LAMTOR5",NA,980,10.1030927835052
"15148",15148,"Acp5","ACP5",NA,980,10.1030927835052
"15680",15680,"Cabp1","CABP1",NA,980,10.1030927835052
"16186",16186,"Lrrc31","LRRC31",NA,980,10.1030927835052
"17161",17161,"S100a8","S100A8",NA,980,10.1030927835052
"17393",17393,"Thrap3","THRAP3",NA,980,10.1030927835052
"17502",17502,"Ncdn","NCDN",NA,980,10.1030927835052
"18788",18788,"Pigbos1","PIGBOS1",NA,980,10.1030927835052
"244",244,"Dctn4","DCTN4",NA,979,10.0927835051546
"944",944,"1810020O05Rik","CFAP92",NA,979,10.0927835051546
"1173",1173,"Hkdc1","HKDC1",NA,979,10.0927835051546
"3567",3567,"Dusp15","DUSP15",NA,979,10.0927835051546
"3726",3726,"Klk5","KLK5",NA,979,10.0927835051546
"4153",4153,"Enpp6","ENPP6",NA,979,10.0927835051546
"4562",4562,"Bmp15","BMP15",NA,979,10.0927835051546
"5253",5253,"Spink6","SPINK6",NA,979,10.0927835051546
"6045",6045,"Barhl1","BARHL1",NA,979,10.0927835051546
"10969",10969,"Lhfpl1","LHFPL1",NA,979,10.0927835051546
"11214",11214,"Dnmt1","DNMT1",NA,979,10.0927835051546
"11341",11341,"Ccdc92","CCDC92",NA,979,10.0927835051546
"11698",11698,"Ntpcr","NTPCR",NA,979,10.0927835051546
"13557",13557,"Il10ra","IL10RA",NA,979,10.0927835051546
"15278",15278,"Rnase12","RNASE12",NA,979,10.0927835051546
"15431",15431,"Rims3","RIMS3",NA,979,10.0927835051546
"15455",15455,"Vpreb3","VPREB3",NA,979,10.0927835051546
"16059",16059,"Acad8","ACAD8",NA,979,10.0927835051546
"16831",16831,"Nfkbid","NFKBID",NA,979,10.0927835051546
"17089",17089,"Prodh2","PRODH2",NA,979,10.0927835051546
"17653",17653,"Bid","BID",NA,979,10.0927835051546
"19215",19215,"Uqcrc1","UQCRC1",NA,979,10.0927835051546
"19969",19969,"Akap1","AKAP1",NA,979,10.0927835051546
"403",403,"Gcm2","GCM2",NA,978,10.0824742268041
"544",544,"Lgals3","LGALS3",NA,978,10.0824742268041
"955",955,"Tlr13","",NA,978,10.0824742268041
"1366",1366,"Nepro","NEPRO",NA,978,10.0824742268041
"1862",1862,"Ppil2","PPIL2",NA,978,10.0824742268041
"2804",2804,"Ipo5","IPO5",NA,978,10.0824742268041
"2880",2880,"LTO1","LTO1",NA,978,10.0824742268041
"3370",3370,"Ccdc54","CCDC54",NA,978,10.0824742268041
"4338",4338,"Lrrc8b","LRRC8B",NA,978,10.0824742268041
"4804",4804,"Timm22","TIMM22",NA,978,10.0824742268041
"5149",5149,"Gimap9","",NA,978,10.0824742268041
"6801",6801,"Rpl7","RPL7",NA,978,10.0824742268041
"8133",8133,"Tlx1","TLX1",NA,978,10.0824742268041
"9005",9005,"Deup1","DEUP1",NA,978,10.0824742268041
"12274",12274,"Keap1","KEAP1",NA,978,10.0824742268041
"13400",13400,"Myb","MYB",NA,978,10.0824742268041
"16209",16209,"Tada1","TADA1",NA,978,10.0824742268041
"16926",16926,"Fam102b","FAM102B",NA,978,10.0824742268041
"18627",18627,"Ptbp3","PTBP3",NA,978,10.0824742268041
"19006",19006,"Rpl6","RPL6",NA,978,10.0824742268041
"19331",19331,"Cngb3","CNGB3",NA,978,10.0824742268041
"20432",20432,"Dnai2","DNAI2",NA,978,10.0824742268041
"1096",1096,"Cdadc1","CDADC1",NA,977,10.0721649484536
"1229",1229,"Slitrk3","SLITRK3",NA,977,10.0721649484536
"2446",2446,"Slc23a1","SLC23A1",NA,977,10.0721649484536
"3330",3330,"C1rl","C1RL",NA,977,10.0721649484536
"3715",3715,"Pole2","POLE2",NA,977,10.0721649484536
"4214",4214,"Mllt1","MLLT1",NA,977,10.0721649484536
"6952",6952,"Wdr26","WDR26",NA,977,10.0721649484536
"7782",7782,"Asf1a","ASF1A",NA,977,10.0721649484536
"7843",7843,"Igfl3","IGFL4",NA,977,10.0721649484536
"7959",7959,"Wasf2","WASF2",NA,977,10.0721649484536
"8865",8865,"Map1lc3a","MAP1LC3A",NA,977,10.0721649484536
"12023",12023,"Spata31d1b","",NA,977,10.0721649484536
"13510",13510,"Spink8","SPINK8",NA,977,10.0721649484536
"14320",14320,"Kcnd3","KCND3",NA,977,10.0721649484536
"18021",18021,"Klhl32","KLHL32",NA,977,10.0721649484536
"20286",20286,"Scgb2b20","",NA,977,10.0721649484536
"20717",20717,"Vgf","VGF",NA,977,10.0721649484536
"21801",21801,"Dpp4","DPP4",NA,977,10.0721649484536
"1545",1545,"Ice1","ICE1",NA,976,10.0618556701031
"1679",1679,"Scube1","SCUBE1",NA,976,10.0618556701031
"1703",1703,"Tlcd2","TLCD2",NA,976,10.0618556701031
"1744",1744,"Lamp2","LAMP2",NA,976,10.0618556701031
"3679",3679,"Rxra","RXRA",NA,976,10.0618556701031
"5136",5136,"Whrn","WHRN",NA,976,10.0618556701031
"5633",5633,"Slf1","SLF1",NA,976,10.0618556701031
"6050",6050,"Mixl1","MIXL1",NA,976,10.0618556701031
"6138",6138,"4933409G03Rik","",NA,976,10.0618556701031
"6406",6406,"Ndufv2","NDUFV2",NA,976,10.0618556701031
"7558",7558,"Slit3","SLIT3",NA,976,10.0618556701031
"7900",7900,"Zbtb14","ZBTB14",NA,976,10.0618556701031
"8999",8999,"Slc26a1","SLC26A1",NA,976,10.0618556701031
"10617",10617,"Vps11","VPS11",NA,976,10.0618556701031
"10802",10802,"Cntn6","CNTN6",NA,976,10.0618556701031
"11521",11521,"Rcan3","RCAN3",NA,976,10.0618556701031
"12469",12469,"Bbof1","BBOF1",NA,976,10.0618556701031
"13135",13135,"Kdm6a","KDM6A",NA,976,10.0618556701031
"13637",13637,"Cpa3","CPA3",NA,976,10.0618556701031
"14455",14455,"Rab17","RAB17",NA,976,10.0618556701031
"16291",16291,"Wdr47","WDR47",NA,976,10.0618556701031
"19131",19131,"Vmp1","VMP1",NA,976,10.0618556701031
"19990",19990,"Toporsl","",NA,976,10.0618556701031
"20158",20158,"Pctp","PCTP",NA,976,10.0618556701031
"20745",20745,"Olfr607","",NA,976,10.0618556701031
"21091",21091,"Rassf2","RASSF2",NA,976,10.0618556701031
"21247",21247,"Olfr998","",NA,976,10.0618556701031
"21693",21693,"Zfp345","",NA,976,10.0618556701031
"487",487,"Gja3","GJA3",NA,975,10.0515463917526
"500",500,"Tmem170b","TMEM170B",NA,975,10.0515463917526
"2586",2586,"Vmn2r23","",NA,975,10.0515463917526
"4099",4099,"Cln3","CLN3",NA,975,10.0515463917526
"5874",5874,"Olfr145","OR8B8",NA,975,10.0515463917526
"9084",9084,"Lacc1","",NA,975,10.0515463917526
"9085",9085,"Lacc1","LACC1",NA,975,10.0515463917526
"10807",10807,"Ccl17","CCL17",NA,975,10.0515463917526
"12315",12315,"Atp6v0e","ATP6V0E1",NA,975,10.0515463917526
"12578",12578,"Plcb3","PLCB3",NA,975,10.0515463917526
"12862",12862,"Aadacl2","AADACL2",NA,975,10.0515463917526
"13442",13442,"Pmm1","PMM1",NA,975,10.0515463917526
"14497",14497,"Vegfa","VEGFA",NA,975,10.0515463917526
"14607",14607,"Chia1","CHIA",NA,975,10.0515463917526
"20794",20794,"Tfr2","TFR2",NA,975,10.0515463917526
"21668",21668,"Cd93","CD93",NA,975,10.0515463917526
"1921",1921,"Nanog","NANOG",NA,974,10.0412371134021
"1922",1922,"Nanog","NANOGP8",NA,974,10.0412371134021
"2174",2174,"Defb47","DEFB130A",NA,974,10.0412371134021
"2175",2175,"Defb47","DEFB130B",NA,974,10.0412371134021
"2894",2894,"Ift57","IFT57",NA,974,10.0412371134021
"2927",2927,"Olfr1262","OR4C45",NA,974,10.0412371134021
"3785",3785,"Bbs7","BBS7",NA,974,10.0412371134021
"5079",5079,"Cmbl","CMBL",NA,974,10.0412371134021
"5205",5205,"Spink5","SPINK5",NA,974,10.0412371134021
"5301",5301,"Cpq","CPQ",NA,974,10.0412371134021
"6111",6111,"Srsf11","SRSF11",NA,974,10.0412371134021
"6312",6312,"Mab21l2","MAB21L2",NA,974,10.0412371134021
"6729",6729,"Scaf8","SCAF8",NA,974,10.0412371134021
"8068",8068,"Ctsh","CTSH",NA,974,10.0412371134021
"8270",8270,"Esr2","ESR2",NA,974,10.0412371134021
"8450",8450,"Cox7c","COX7C",NA,974,10.0412371134021
"8712",8712,"Gad1","GAD1",NA,974,10.0412371134021
"9682",9682,"Mettl6","METTL6",NA,974,10.0412371134021
"10148",10148,"Pcdh17","PCDH17",NA,974,10.0412371134021
"10493",10493,"Acot2","ACOT1",NA,974,10.0412371134021
"10494",10494,"Acot2","ACOT2",NA,974,10.0412371134021
"10650",10650,"Apol9b","APOL2",NA,974,10.0412371134021
"10651",10651,"Apol9b","APOL4",NA,974,10.0412371134021
"10652",10652,"Apol9b","APOL1",NA,974,10.0412371134021
"10653",10653,"Apol9b","APOL3",NA,974,10.0412371134021
"10831",10831,"Chat","CHAT",NA,974,10.0412371134021
"11292",11292,"Tcp1","TCP1",NA,974,10.0412371134021
"12131",12131,"Syvn1","SYVN1",NA,974,10.0412371134021
