"","X","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","X..of.Myh11.TFs.that.bind.Mouse.gene.s.PPR"
"3813",3813,"Prl7d1","PRL",NA,1081,11.1443298969072
"4110",4110,"Nemf","NEMF",NA,1081,11.1443298969072
"4732",4732,"Rnf14","RNF14",NA,1081,11.1443298969072
"6783",6783,"Sp140","",NA,1081,11.1443298969072
"7623",7623,"Vdr","VDR",NA,1081,11.1443298969072
"16126",16126,"Tff3","TFF3",NA,1081,11.1443298969072
"19045",19045,"Tmod2","TMOD2",NA,1081,11.1443298969072
"20977",20977,"Tollip","TOLLIP",NA,1081,11.1443298969072
"185",185,"Eapp","EAPP",NA,1080,11.1340206185567
"2165",2165,"Kcnj1","KCNJ1",NA,1080,11.1340206185567
"11862",11862,"Zfp617","ZNF878",NA,1080,11.1340206185567
"11863",11863,"Zfp617","ZNF700",NA,1080,11.1340206185567
"13172",13172,"Bmp4","BMP4",NA,1080,11.1340206185567
"17666",17666,"Gng7","GNG7",NA,1080,11.1340206185567
"460",460,"Nr3c2","NR3C2",NA,1079,11.1237113402062
"1528",1528,"Ap3b2","AP3B2",NA,1079,11.1237113402062
"3916",3916,"Apba2","APBA2",NA,1079,11.1237113402062
"4131",4131,"Zdhhc9","ZDHHC9",NA,1079,11.1237113402062
"9906",9906,"Mpp7","MPP7",NA,1079,11.1237113402062
"10546",10546,"Pdzrn3","PDZRN3",NA,1079,11.1237113402062
"11997",11997,"Mylk","MYLK",NA,1079,11.1237113402062
"12632",12632,"4930503E14Rik","",NA,1079,11.1237113402062
"13559",13559,"Parva","PARVA",NA,1079,11.1237113402062
"15355",15355,"Nxpe2","NXPE2",NA,1079,11.1237113402062
"16080",16080,"Capns1","CAPNS1",NA,1079,11.1237113402062
"16806",16806,"Palm","PALM",NA,1079,11.1237113402062
"16857",16857,"Serpinh1","SERPINH1",NA,1079,11.1237113402062
"18613",18613,"1700125H20Rik","C17orf64",NA,1079,11.1237113402062
"3302",3302,"Prl","PRL",NA,1078,11.1134020618557
"11394",11394,"Ncmap","NCMAP",NA,1078,11.1134020618557
"11405",11405,"Vim","VIM",NA,1078,11.1134020618557
"13046",13046,"Ift74","IFT74",NA,1078,11.1134020618557
"13364",13364,"Mgp","MGP",NA,1078,11.1134020618557
"15401",15401,"Ssc5d","SSC5D",NA,1078,11.1134020618557
"18092",18092,"Fut9","FUT9",NA,1078,11.1134020618557
"18326",18326,"Gm16513","PRAMEF20",NA,1078,11.1134020618557
"18327",18327,"Gm16513","PRAMEF10",NA,1078,11.1134020618557
"18328",18328,"Gm16513","PRAMEF12",NA,1078,11.1134020618557
"18329",18329,"Gm16513","PRAMEF26",NA,1078,11.1134020618557
"18330",18330,"Gm16513","PRAMEF18",NA,1078,11.1134020618557
"18331",18331,"Gm16513","PRAMEF14",NA,1078,11.1134020618557
"18332",18332,"Gm16513","PRAMEF9",NA,1078,11.1134020618557
"18333",18333,"Gm16513","PRAMEF1",NA,1078,11.1134020618557
"18334",18334,"Gm16513","PRAMEF4",NA,1078,11.1134020618557
"18335",18335,"Gm16513","PRAMEF33",NA,1078,11.1134020618557
"18336",18336,"Gm16513","PRAMEF17",NA,1078,11.1134020618557
"18337",18337,"Gm16513","PRAMEF15",NA,1078,11.1134020618557
"18338",18338,"Gm16513","PRAMEF25",NA,1078,11.1134020618557
"18339",18339,"Gm16513","PRAMEF6",NA,1078,11.1134020618557
"18340",18340,"Gm16513","PRAMEF13",NA,1078,11.1134020618557
"18341",18341,"Gm16513","PRAMEF2",NA,1078,11.1134020618557
"18342",18342,"Gm16513","PRAMEF27",NA,1078,11.1134020618557
"18343",18343,"Gm16513","PRAMEF5",NA,1078,11.1134020618557
"18344",18344,"Gm16513","PRAMEF11",NA,1078,11.1134020618557
"18345",18345,"Gm16513","PRAMEF8",NA,1078,11.1134020618557
"18346",18346,"Gm16513","PRAMEF19",NA,1078,11.1134020618557
"18347",18347,"Gm16513","PRAMEF7",NA,1078,11.1134020618557
"19692",19692,"Foxi2","FOXI2",NA,1078,11.1134020618557
"20290",20290,"Amz1","AMZ1",NA,1078,11.1134020618557
"2632",2632,"Rnf103","RNF103",NA,1077,11.1030927835052
"7488",7488,"Ccdc18","CCDC18",NA,1077,11.1030927835052
"10499",10499,"Capn6","CAPN6",NA,1077,11.1030927835052
"11437",11437,"Trappc2","TRAPPC2B",NA,1077,11.1030927835052
"11438",11438,"Trappc2","TRAPPC2",NA,1077,11.1030927835052
"16175",16175,"Nlrp4c","NLRP4",NA,1077,11.1030927835052
"18102",18102,"Tmem150a","TMEM150A",NA,1077,11.1030927835052
"5554",5554,"Rere","RERE",NA,1076,11.0927835051546
"7436",7436,"Cd5l","CD5L",NA,1076,11.0927835051546
"8698",8698,"Ttc39c","TTC39C",NA,1076,11.0927835051546
"11133",11133,"Ppp3ca","PPP3CA",NA,1076,11.0927835051546
"14346",14346,"Kash5","KASH5",NA,1076,11.0927835051546
"19264",19264,"Dcaf8","DCAF8",NA,1076,11.0927835051546
"330",330,"Ino80c","INO80C",NA,1075,11.0824742268041
"2976",2976,"Ptpn13","PTPN13",NA,1075,11.0824742268041
"3017",3017,"Cd33","SIGLEC6",NA,1075,11.0824742268041
"3018",3018,"Cd33","CD33",NA,1075,11.0824742268041
"7362",7362,"Larp7","LARP7",NA,1075,11.0824742268041
"11553",11553,"Gemin7","GEMIN7",NA,1075,11.0824742268041
"13535",13535,"Mei1","MEI1",NA,1075,11.0824742268041
"18889",18889,"Mob3b","MOB3B",NA,1075,11.0824742268041
"4331",4331,"Ctnnbip1","CTNNBIP1",NA,1074,11.0721649484536
"4609",4609,"Coq8a","COQ8A",NA,1074,11.0721649484536
"6413",6413,"Akr1c18","",NA,1074,11.0721649484536
"6823",6823,"Rdh10","RDH10",NA,1074,11.0721649484536
"8102",8102,"Mbp","MBP",NA,1074,11.0721649484536
"8516",8516,"Il17f","IL17F",NA,1074,11.0721649484536
"11398",11398,"Lamtor3","LAMTOR3",NA,1074,11.0721649484536
"13887",13887,"Dscaml1","DSCAML1",NA,1074,11.0721649484536
"14561",14561,"Gkn3","GKN3P",NA,1074,11.0721649484536
"977",977,"Ammecr1l","AMMECR1L",NA,1073,11.0618556701031
"1102",1102,"Rhox1","",NA,1073,11.0618556701031
"1182",1182,"Gm6614","SLCO1A2",NA,1073,11.0618556701031
"7074",7074,"Dipk1a","DIPK1A",NA,1073,11.0618556701031
"7456",7456,"Zgrf1","",NA,1073,11.0618556701031
"7711",7711,"Krtap6-5","",NA,1073,11.0618556701031
"8315",8315,"Rps16","RPS16",NA,1073,11.0618556701031
"12162",12162,"Dusp1","DUSP1",NA,1073,11.0618556701031
"14377",14377,"Oxsm","OXSM",NA,1073,11.0618556701031
"18667",18667,"Serpinb5","SERPINB5",NA,1073,11.0618556701031
"13446",13446,"Clk4","CLK4",NA,1072,11.0515463917526
"19761",19761,"Cyp27a1","CYP27A1",NA,1072,11.0515463917526
"20181",20181,"Abca6","ABCA6",NA,1072,11.0515463917526
"21197",21197,"Pfdn4","PFDN4",NA,1072,11.0515463917526
"158",158,"Ccdc192","CCDC192",NA,1071,11.0412371134021
"722",722,"Rit2","RIT2",NA,1071,11.0412371134021
"2004",2004,"Slitrk5","SLITRK5",NA,1071,11.0412371134021
"2137",2137,"Kif13a","KIF13A",NA,1071,11.0412371134021
"6083",6083,"Srp68","SRP68",NA,1071,11.0412371134021
"6616",6616,"Hba-a1","HBA1",NA,1071,11.0412371134021
"6617",6617,"Hba-a1","HBA2",NA,1071,11.0412371134021
"7442",7442,"Mier3","MIER3",NA,1071,11.0412371134021
"13830",13830,"Scrib","SCRIB",NA,1071,11.0412371134021
"15638",15638,"Gad2","GAD2",NA,1071,11.0412371134021
"16025",16025,"Gpa33","GPA33",NA,1071,11.0412371134021
"16983",16983,"Peg3","PEG3",NA,1071,11.0412371134021
"17949",17949,"Tjp3","TJP3",NA,1071,11.0412371134021
"20009",20009,"Pdyn","PDYN",NA,1071,11.0412371134021
"21220",21220,"Dhcr7","DHCR7",NA,1071,11.0412371134021
"1062",1062,"Zfp984","ZNF34",NA,1070,11.0309278350515
"1559",1559,"Kif6","KIF6",NA,1070,11.0309278350515
"1652",1652,"Zbtb18","ZBTB18",NA,1070,11.0309278350515
"4458",4458,"Olfm1","OLFM1",NA,1070,11.0309278350515
"6450",6450,"Cacna1f","CACNA1F",NA,1070,11.0309278350515
"8475",8475,"Sinhcaf","SINHCAF",NA,1070,11.0309278350515
"8609",8609,"Map3k19","MAP3K19",NA,1070,11.0309278350515
"10306",10306,"Medag","MEDAG",NA,1070,11.0309278350515
"13097",13097,"H4c3","",NA,1070,11.0309278350515
"16867",16867,"Areg","AREG",NA,1070,11.0309278350515
"17932",17932,"Plcd1","PLCD1",NA,1070,11.0309278350515
"20602",20602,"Niban2","NIBAN2",NA,1070,11.0309278350515
"1347",1347,"Pwp1","PWP1",NA,1069,11.020618556701
"5897",5897,"Slc6a4","SLC6A4",NA,1069,11.020618556701
"7398",7398,"Cep57","CEP57",NA,1069,11.020618556701
"10397",10397,"Prl2c2","PRL",NA,1069,11.020618556701
"10839",10839,"Gemin8","GEMIN8",NA,1069,11.020618556701
"13583",13583,"Tcf21","TCF21",NA,1069,11.020618556701
"15384",15384,"Galnt17","GALNT17",NA,1069,11.020618556701
"18975",18975,"Myo5c","MYO5C",NA,1069,11.020618556701
"21065",21065,"Col1a1","COL1A1",NA,1069,11.020618556701
"1154",1154,"Pptc7","PPTC7",NA,1068,11.0103092783505
"1342",1342,"Gsdmc2","GSDMC",NA,1068,11.0103092783505
"1498",1498,"Mccc2","MCCC2",NA,1068,11.0103092783505
"5553",5553,"Srebf1","SREBF1",NA,1068,11.0103092783505
"5723",5723,"Efcab10","EFCAB10",NA,1068,11.0103092783505
"11141",11141,"Pnldc1","PNLDC1",NA,1068,11.0103092783505
"11265",11265,"Mark4","MARK4",NA,1068,11.0103092783505
"13343",13343,"Mtfr2","MTFR2",NA,1068,11.0103092783505
"13640",13640,"Elk1","ELK1",NA,1068,11.0103092783505
"13955",13955,"Gch1","GCH1",NA,1068,11.0103092783505
"16732",16732,"Bsg","BSG",NA,1068,11.0103092783505
"19193",19193,"Rag2","RAG2",NA,1068,11.0103092783505
"19700",19700,"Axin2","AXIN2",NA,1068,11.0103092783505
"1759",1759,"Sstr1","SSTR1",NA,1067,11
"1802",1802,"Stmnd1","STMND1",NA,1067,11
"3961",3961,"Pdrg1","PDRG1",NA,1067,11
"5285",5285,"Nin","NIN",NA,1067,11
"5822",5822,"Sp8","SP8",NA,1067,11
"6831",6831,"Ap3m2","AP3M2",NA,1067,11
"7130",7130,"Jade1","JADE1",NA,1067,11
"9262",9262,"Satb2","SATB2",NA,1067,11
"9849",9849,"Olfr39","OR7D4",NA,1067,11
"14061",14061,"Car7","CA7",NA,1067,11
"15272",15272,"Rnase10","RNASE10",NA,1067,11
"15381",15381,"Dnase2b","DNASE2B",NA,1067,11
"16230",16230,"Dclk3","DCLK3",NA,1067,11
"16729",16729,"Csrp1","CSRP1",NA,1067,11
"17058",17058,"Nsf","NSF",NA,1067,11
"18560",18560,"Larp1","LARP1",NA,1067,11
"18578",18578,"Mrpl1","MRPL1",NA,1067,11
"20178",20178,"Ciz1","CIZ1",NA,1067,11
"20303",20303,"Folr1","FOLR1",NA,1067,11
"20560",20560,"Tnrc6a","TNRC6A",NA,1067,11
"495",495,"Gjb2","GJB2",NA,1066,10.9896907216495
"596",596,"Tdrkh","TDRKH",NA,1066,10.9896907216495
"3460",3460,"Ptprs","PTPRS",NA,1066,10.9896907216495
"7144",7144,"Dmac1","DMAC1",NA,1066,10.9896907216495
"7208",7208,"Otx2","OTX2",NA,1066,10.9896907216495
"7474",7474,"Rab5c","RAB5C",NA,1066,10.9896907216495
"7620",7620,"Itih5","ITIH5",NA,1066,10.9896907216495
"10304",10304,"1110038F14Rik","C8orf33",NA,1066,10.9896907216495
"10422",10422,"Fbxl16","FBXL16",NA,1066,10.9896907216495
"11719",11719,"Abhd13","ABHD13",NA,1066,10.9896907216495
"12822",12822,"Apobec3","APOBEC3H",NA,1066,10.9896907216495
"14576",14576,"Ppard","PPARD",NA,1066,10.9896907216495
"19979",19979,"Steap3","STEAP3",NA,1066,10.9896907216495
"401",401,"Lsamp","LSAMP",NA,1065,10.979381443299
"7371",7371,"Ier3ip1","",NA,1065,10.979381443299
"7928",7928,"Olfr509","",NA,1065,10.979381443299
"10394",10394,"Chd8","CHD8",NA,1065,10.979381443299
"11213",11213,"Polk","POLK",NA,1065,10.979381443299
"12637",12637,"Dhrs4","DHRS4",NA,1065,10.979381443299
"12638",12638,"Dhrs4","DHRS4L2",NA,1065,10.979381443299
"13692",13692,"Magi3","MAGI3",NA,1065,10.979381443299
"14246",14246,"Ssh1","SSH1",NA,1065,10.979381443299
"14587",14587,"Zc3h11a","ZC3H11A",NA,1065,10.979381443299
"14588",14588,"Zc3h11a","ZC3H11B",NA,1065,10.979381443299
"17996",17996,"Dctn1","DCTN1",NA,1065,10.979381443299
"17997",17997,"Dctn1","",NA,1065,10.979381443299
"20209",20209,"Gpr146","GPR146",NA,1065,10.979381443299
"1619",1619,"Tnfrsf19","TNFRSF19",NA,1064,10.9690721649485
"2301",2301,"Ppid","PPID",NA,1064,10.9690721649485
"4300",4300,"Coq8b","COQ8B",NA,1064,10.9690721649485
"5180",5180,"Ccdc38","CCDC38",NA,1064,10.9690721649485
"5827",5827,"Igsf1","IGSF1",NA,1064,10.9690721649485
"7018",7018,"Mtmr2","MTMR2",NA,1064,10.9690721649485
"10077",10077,"Yod1","YOD1",NA,1064,10.9690721649485
"17821",17821,"Psenen","",NA,1064,10.9690721649485
"17822",17822,"Psenen","PSENEN",NA,1064,10.9690721649485
"20976",20976,"Slc5a12","SLC5A12",NA,1064,10.9690721649485
"367",367,"Uprt","UPRT",NA,1063,10.9587628865979
"1280",1280,"Gypc","GYPC",NA,1063,10.9587628865979
"1349",1349,"Olfr318","OR2AK2",NA,1063,10.9587628865979
"4296",4296,"Chmp1b","CHMP1B",NA,1063,10.9587628865979
"6902",6902,"Maf","MAF",NA,1063,10.9587628865979
"9839",9839,"Vps25","VPS25",NA,1063,10.9587628865979
"10255",10255,"Zfp251","ZNF251",NA,1063,10.9587628865979
"11283",11283,"Ddit4l","DDIT4L",NA,1063,10.9587628865979
"12488",12488,"Esp24","",NA,1063,10.9587628865979
"14284",14284,"Ube2e2","UBE2E2",NA,1063,10.9587628865979
"14451",14451,"Dhx30","DHX30",NA,1063,10.9587628865979
"14898",14898,"Alg6","ALG6",NA,1063,10.9587628865979
"15338",15338,"2310039H08Rik","C6orf226",NA,1063,10.9587628865979
"16028",16028,"Ambra1","AMBRA1",NA,1063,10.9587628865979
"20956",20956,"Rest","REST",NA,1063,10.9587628865979
"1409",1409,"Gsdmc4","GSDMC",NA,1062,10.9484536082474
"13228",13228,"Prop1","PROP1",NA,1062,10.9484536082474
"14802",14802,"Tjap1","TJAP1",NA,1062,10.9484536082474
"14987",14987,"Duxbl1","DUX4",NA,1062,10.9484536082474
"17641",17641,"Il1rn","IL1RN",NA,1062,10.9484536082474
"583",583,"H2ac23","",NA,1061,10.9381443298969
"1575",1575,"Rpl23","RPL23",NA,1061,10.9381443298969
"1983",1983,"Omt2a","",NA,1061,10.9381443298969
"2374",2374,"Plgrkt","PLGRKT",NA,1061,10.9381443298969
"4240",4240,"Zfp612","ZNF23",NA,1061,10.9381443298969
"5773",5773,"Fam217a","FAM217A",NA,1061,10.9381443298969
"9154",9154,"Ubxn4","UBXN4",NA,1061,10.9381443298969
"9442",9442,"Rbm17","RBM17",NA,1061,10.9381443298969
"11153",11153,"Gnpat","GNPAT",NA,1061,10.9381443298969
"14062",14062,"Rgs10","RGS10",NA,1061,10.9381443298969
"16056",16056,"Mael","MAEL",NA,1061,10.9381443298969
"17304",17304,"Lyg2","LYG2",NA,1061,10.9381443298969
"18434",18434,"Gm3286","PRAMEF20",NA,1061,10.9381443298969
"18435",18435,"Gm3286","PRAMEF10",NA,1061,10.9381443298969
"18436",18436,"Gm3286","PRAMEF12",NA,1061,10.9381443298969
"18437",18437,"Gm3286","PRAMEF26",NA,1061,10.9381443298969
"18438",18438,"Gm3286","PRAMEF18",NA,1061,10.9381443298969
"18439",18439,"Gm3286","PRAMEF14",NA,1061,10.9381443298969
"18440",18440,"Gm3286","PRAMEF9",NA,1061,10.9381443298969
"18441",18441,"Gm3286","PRAMEF1",NA,1061,10.9381443298969
"18442",18442,"Gm3286","PRAMEF4",NA,1061,10.9381443298969
"18443",18443,"Gm3286","PRAMEF33",NA,1061,10.9381443298969
"18444",18444,"Gm3286","PRAMEF17",NA,1061,10.9381443298969
"18445",18445,"Gm3286","PRAMEF15",NA,1061,10.9381443298969
"18446",18446,"Gm3286","PRAMEF25",NA,1061,10.9381443298969
"18447",18447,"Gm3286","PRAMEF6",NA,1061,10.9381443298969
"18448",18448,"Gm3286","PRAMEF13",NA,1061,10.9381443298969
"18449",18449,"Gm3286","PRAMEF2",NA,1061,10.9381443298969
"18450",18450,"Gm3286","PRAMEF27",NA,1061,10.9381443298969
"18451",18451,"Gm3286","PRAMEF5",NA,1061,10.9381443298969
"18452",18452,"Gm3286","PRAMEF11",NA,1061,10.9381443298969
"18453",18453,"Gm3286","PRAMEF8",NA,1061,10.9381443298969
"18454",18454,"Gm3286","PRAMEF19",NA,1061,10.9381443298969
"18455",18455,"Gm3286","PRAMEF7",NA,1061,10.9381443298969
"1479",1479,"Med10","",NA,1060,10.9278350515464
"2070",2070,"Ooep","OOEP",NA,1060,10.9278350515464
"3806",3806,"Zfp72","ZNF429",NA,1060,10.9278350515464
"5028",5028,"Snx3","SNX3",NA,1060,10.9278350515464
"6634",6634,"Ptpn4","PTPN4",NA,1060,10.9278350515464
"6760",6760,"Ephx1","EPHX1",NA,1060,10.9278350515464
"7351",7351,"Gsx2","GSX2",NA,1060,10.9278350515464
"9933",9933,"Glipr1","GLIPR1",NA,1060,10.9278350515464
"10687",10687,"Dnal1","DNAL1",NA,1060,10.9278350515464
"12168",12168,"Ctla2b","",NA,1060,10.9278350515464
"13632",13632,"Tmem220","TMEM220",NA,1060,10.9278350515464
"2192",2192,"Depdc5","DEPDC5",NA,1059,10.9175257731959
"2193",2193,"Depdc5","",NA,1059,10.9175257731959
"2382",2382,"Igf1","IGF1",NA,1059,10.9175257731959
"2646",2646,"Axl","AXL",NA,1059,10.9175257731959
"2823",2823,"Mrpl44","MRPL44",NA,1059,10.9175257731959
"4390",4390,"Sgf29","SGF29",NA,1059,10.9175257731959
"5783",5783,"Tor1aip2","TOR1AIP2",NA,1059,10.9175257731959
"6160",6160,"Fbxo36","FBXO36",NA,1059,10.9175257731959
"8318",8318,"Scfd1","SCFD1",NA,1059,10.9175257731959
"9835",9835,"Epc1","EPC1",NA,1059,10.9175257731959
"10223",10223,"Zdhhc21","ZDHHC21",NA,1059,10.9175257731959
"11087",11087,"2810004N23Rik","C1orf131",NA,1059,10.9175257731959
"11357",11357,"Itgb7","ITGB7",NA,1059,10.9175257731959
"18823",18823,"Tcea1","TCEA1",NA,1059,10.9175257731959
"18968",18968,"Abhd5","ABHD5",NA,1059,10.9175257731959
"3776",3776,"Chek1","CHEK1",NA,1058,10.9072164948454
"5730",5730,"Dnah11","DNAH11",NA,1058,10.9072164948454
"7633",7633,"Mthfs","ST20-MTHFS",NA,1058,10.9072164948454
"7634",7634,"Mthfs","MTHFS",NA,1058,10.9072164948454
"7997",7997,"Rdh9","RDH16",NA,1058,10.9072164948454
"8965",8965,"Cyp4x1","CYP4X1",NA,1058,10.9072164948454
"9126",9126,"Dcaf5","DCAF5",NA,1058,10.9072164948454
"11436",11436,"S1pr2","S1PR2",NA,1058,10.9072164948454
"12949",12949,"Ccser1","CCSER1",NA,1058,10.9072164948454
"13133",13133,"Oxtr","OXTR",NA,1058,10.9072164948454
"16981",16981,"Dhx15","DHX15",NA,1058,10.9072164948454
"283",283,"Mis18a","MIS18A",NA,1057,10.8969072164948
"391",391,"Tex55","TEX55",NA,1057,10.8969072164948
"1650",1650,"Aicda","AICDA",NA,1057,10.8969072164948
"2914",2914,"Cul3","CUL3",NA,1057,10.8969072164948
"6047",6047,"Hpf1","HPF1",NA,1057,10.8969072164948
"8618",8618,"Ephb3","EPHB3",NA,1057,10.8969072164948
"10117",10117,"Thoc1","THOC1",NA,1057,10.8969072164948
"10160",10160,"Trim7","TRIM7",NA,1057,10.8969072164948
"10229",10229,"Rmi2","RMI2",NA,1057,10.8969072164948
"14361",14361,"Col6a3","COL6A3",NA,1057,10.8969072164948
"15332",15332,"Tyw1","TYW1",NA,1057,10.8969072164948
"15333",15333,"Tyw1","TYW1B",NA,1057,10.8969072164948
"19024",19024,"Ints2","INTS2",NA,1057,10.8969072164948
"21370",21370,"Olfr1080","OR8K3",NA,1057,10.8969072164948
"4375",4375,"Pcdhgc5","PCDHGC5",NA,1056,10.8865979381443
"14844",14844,"Kcnn1","KCNN1",NA,1056,10.8865979381443
"16631",16631,"Aknad1","AKNAD1",NA,1056,10.8865979381443
"17545",17545,"Zmym4","ZMYM4",NA,1056,10.8865979381443
"18600",18600,"Cd82","CD82",NA,1056,10.8865979381443
"19600",19600,"Ifi211","IFI16",NA,1056,10.8865979381443
"19601",19601,"Ifi211","PYHIN1",NA,1056,10.8865979381443
"19879",19879,"Ckap2l","CKAP2L",NA,1056,10.8865979381443
"19931",19931,"Cux1","CUX1",NA,1056,10.8865979381443
"20218",20218,"Soat1","SOAT1",NA,1056,10.8865979381443
"20436",20436,"Garre1","GARRE1",NA,1056,10.8865979381443
"20855",20855,"Fibin","FIBIN",NA,1056,10.8865979381443
"21640",21640,"Abo","ABO",NA,1056,10.8865979381443
"1710",1710,"Grb2","GRB2",NA,1055,10.8762886597938
"5729",5729,"Sphkap","SPHKAP",NA,1055,10.8762886597938
"5760",5760,"Tsc1","TSC1",NA,1055,10.8762886597938
"7390",7390,"Tmem243","TMEM243",NA,1055,10.8762886597938
"7912",7912,"Zfp473","ZNF473",NA,1055,10.8762886597938
"8446",8446,"Srd5a3","",NA,1055,10.8762886597938
"8447",8447,"Srd5a3","SRD5A3",NA,1055,10.8762886597938
"11813",11813,"Mycn","MYCN",NA,1055,10.8762886597938
"14998",14998,"Slmap","SLMAP",NA,1055,10.8762886597938
"16960",16960,"Lmx1a","LMX1A",NA,1055,10.8762886597938
"16992",16992,"Tcf25","TCF25",NA,1055,10.8762886597938
"18094",18094,"Usp39","USP39",NA,1055,10.8762886597938
"18665",18665,"Rngtt","RNGTT",NA,1055,10.8762886597938
"645",645,"Triml2","TRIML2",NA,1054,10.8659793814433
"4229",4229,"Cypt3","",NA,1054,10.8659793814433
"5290",5290,"Krtap1-4","KRTAP10-4",NA,1054,10.8659793814433
"5291",5291,"Krtap1-4","KRTAP10-11",NA,1054,10.8659793814433
"8201",8201,"Adcy7","ADCY7",NA,1054,10.8659793814433
"13794",13794,"Glrp1","",NA,1054,10.8659793814433
"14054",14054,"Selplg","SELPLG",NA,1054,10.8659793814433
"15461",15461,"Cox5b","COX5B",NA,1054,10.8659793814433
"16267",16267,"Mrps33","MRPS33",NA,1054,10.8659793814433
"18994",18994,"Itga4","ITGA4",NA,1054,10.8659793814433
"20718",20718,"Ap1s1","AP1S1",NA,1054,10.8659793814433
"4430",4430,"Mettl14","METTL14",NA,1053,10.8556701030928
"6660",6660,"Olfr976","",NA,1053,10.8556701030928
"6901",6901,"Pgrmc2","PGRMC2",NA,1053,10.8556701030928
"7911",7911,"Mat2b","MAT2B",NA,1053,10.8556701030928
"8551",8551,"Trim66","TRIM66",NA,1053,10.8556701030928
"10705",10705,"Myh9","MYH9",NA,1053,10.8556701030928
"13323",13323,"Lgals9","LGALS16",NA,1053,10.8556701030928
"13324",13324,"Lgals9","LGALS13",NA,1053,10.8556701030928
"13325",13325,"Lgals9","LGALS14",NA,1053,10.8556701030928
"14260",14260,"Gpr143","GPR143",NA,1053,10.8556701030928
"15964",15964,"Mtpn","MTPN",NA,1053,10.8556701030928
"18113",18113,"Pgm2l1","PGM2L1",NA,1053,10.8556701030928
"18270",18270,"U2af1l4","U2AF1L4",NA,1053,10.8556701030928
"18712",18712,"Dnaaf4","DNAAF4",NA,1053,10.8556701030928
"21315",21315,"Hoxb8","HOXB8",NA,1053,10.8556701030928
"21717",21717,"Ninl","NINL",NA,1053,10.8556701030928
"21774",21774,"Rprm","RPRM",NA,1053,10.8556701030928
"127",127,"Lmnb1","LMNB1",NA,1052,10.8453608247423
"334",334,"Dmrt2","DMRT2",NA,1052,10.8453608247423
"2185",2185,"Defb43","DEFB131B",NA,1052,10.8453608247423
"2186",2186,"Defb43","DEFB131A",NA,1052,10.8453608247423
"5905",5905,"Cth","CTH",NA,1052,10.8453608247423
"6307",6307,"Lum","LUM",NA,1052,10.8453608247423
"6600",6600,"Adamts18","ADAMTS18",NA,1052,10.8453608247423
"14794",14794,"Plpp4","PLPP4",NA,1052,10.8453608247423
"14999",14999,"Cabs1","CABS1",NA,1052,10.8453608247423
"19136",19136,"Vangl2","VANGL2",NA,1052,10.8453608247423
"19583",19583,"Ifi204","IFI16",NA,1052,10.8453608247423
"19584",19584,"Ifi204","PYHIN1",NA,1052,10.8453608247423
"20537",20537,"Sh2d3c","SH2D3C",NA,1052,10.8453608247423
"20761",20761,"Olfr613","",NA,1052,10.8453608247423
"21193",21193,"Fam117a","FAM117A",NA,1052,10.8453608247423
"815",815,"Apex2","APEX2",NA,1051,10.8350515463918
"3499",3499,"Prr32","PRR32",NA,1051,10.8350515463918
"4794",4794,"Fem1al","FEM1A",NA,1051,10.8350515463918
"6006",6006,"Klhl6","KLHL6",NA,1051,10.8350515463918
"6794",6794,"H2bw2","H2BW1",NA,1051,10.8350515463918
"6795",6795,"H2bw2","H2BW2",NA,1051,10.8350515463918
"9658",9658,"Begain","BEGAIN",NA,1051,10.8350515463918
"10826",10826,"Gmeb2","GMEB2",NA,1051,10.8350515463918
"21146",21146,"Igf2","IGF2",NA,1051,10.8350515463918
"1035",1035,"Pcmtd1","PCMTD1",NA,1050,10.8247422680412
"1544",1544,"Rnf146","RNF146",NA,1050,10.8247422680412
"6635",6635,"Kir3dl2","",NA,1050,10.8247422680412
"6995",6995,"Insig2","INSIG2",NA,1050,10.8247422680412
"8288",8288,"Parp11","PARP11",NA,1050,10.8247422680412
"8685",8685,"Sf3b1","SF3B1",NA,1050,10.8247422680412
"11227",11227,"Ormdl2","ORMDL2",NA,1050,10.8247422680412
"12046",12046,"Sec22a","SEC22A",NA,1050,10.8247422680412
"13754",13754,"Myh3","MYH3",NA,1050,10.8247422680412
"13888",13888,"Cmtm1","CMTM1",NA,1050,10.8247422680412
"13889",13889,"Cmtm1","CKLF-CMTM1",NA,1050,10.8247422680412
"15095",15095,"Dpf1","DPF1",NA,1050,10.8247422680412
"17478",17478,"Zfp57","ZFP57",NA,1050,10.8247422680412
"21229",21229,"Gpcpd1","GPCPD1",NA,1050,10.8247422680412
"21729",21729,"Olfml2a","OLFML2A",NA,1050,10.8247422680412
"257",257,"Popdc2","POPDC2",NA,1049,10.8144329896907
"707",707,"H2bc12","",NA,1049,10.8144329896907
"771",771,"Vmn2r112","",NA,1049,10.8144329896907
"6117",6117,"Vps36","VPS36",NA,1049,10.8144329896907
"6585",6585,"Syce1l","SYCE1L",NA,1049,10.8144329896907
"6887",6887,"Zfp449","ZNF449",NA,1049,10.8144329896907
"7353",7353,"Sdr42e1","SDR42E1",NA,1049,10.8144329896907
"7598",7598,"Cav1","CAV1",NA,1049,10.8144329896907
"8308",8308,"Adcy6","ADCY6",NA,1049,10.8144329896907
