"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Myh11 TFs that bind Mouse gene’s PPR","Number_UNIQUE_Myh11_TFs"
"5733","Emc10","EMC10",5136,6.83278566392167,NA
"5734","Defb11","",7501,9.97911317466441,NA
"5735","Nubp2","NUBP2",4105,5.4611731211835,NA
"5736","Defb15","DEFB127",6141,8.16980855960728,NA
"5737","Defb15","DEFB121",6141,8.16980855960728,NA
"5738","Defb15","DEFB104B",6141,8.16980855960728,NA
"5739","Defb15","DEFB104A",6141,8.16980855960728,NA
"5740","Defb15","DEFB134",6141,8.16980855960728,NA
"5741","Defb15","DEFB132",6141,8.16980855960728,NA
"5742","Defb15","DEFB108B",6141,8.16980855960728,NA
"5743","Psme4","PSME4",7274,9.67711894847473,NA
"5744","Defb13","DEFB107A",7442,9.90062128327591,NA
"5745","Defb13","DEFB107B",7442,9.90062128327591,NA
"5746","Fam90a1a","FAM90A18P",6430,8.55428579030692,NA
"5747","Fam90a1a","FAM90A19P",6430,8.55428579030692,NA
"5748","Fam90a1a","FAM90A9P",6430,8.55428579030692,NA
"5749","Fam90a1a","FAM90A22P",6430,8.55428579030692,NA
"5750","Fam90a1a","FAM90A8P",6430,8.55428579030692,NA
"5751","Fam90a1a","FAM90A23P",6430,8.55428579030692,NA
"5752","Fam90a1a","FAM90A16P",6430,8.55428579030692,NA
"5753","Fam90a1a","FAM90A1",6430,8.55428579030692,NA
"5754","Fam90a1a","FAM90A10P",6430,8.55428579030692,NA
"5755","Fam90a1a","FAM90A14P",6430,8.55428579030692,NA
"5756","Fam90a1a","FAM90A17P",6430,8.55428579030692,NA
"5757","Fam90a1a","FAM90A7P",6430,8.55428579030692,NA
"5758","Fam90a1a","FAM90A26",6430,8.55428579030692,NA
"5759","Ankrd50","ANKRD50",10889,14.4864102598215,NA
"5760","Tsc1","TSC1",11367,15.1223276171724,NA
"5761","Galnt7","GALNT7",5713,7.60040975428047,NA
"5762","Lin28b","LIN28B",9470,12.5986137533758,NA
"5763","Itpkb","ITPKB",7874,10.4753415727646,NA
"5764","Rps3a1","RPS3A",7465,9.93121981720702,NA
"5765","Tnc","TNC",11104,14.7724400335253,NA
"5766","Ddit3","DDIT3",5256,6.99243018877965,NA
"5767","Eno1b","ENO1",6572,8.74319847805553,NA
"5768","Ccdc22","CCDC22",7613,10.1281147311985,NA
"5769","Stum","STUM",7037,9.36182101188021,NA
"5770","Fat4","FAT4",6364,8.46648130163503,NA
"5771","Lsm3","LSM3",6223,8.2788989849269,NA
"5772","Lins1","LINS1",10060,13.3835326672609,NA
"5773","Fam217a","FAM217A",8907,11.8496148575838,NA
"5774","Ufd1","UFD1",7396,9.83942421541368,NA
"5775","Ddit3","",5256,6.99243018877965,NA
"5776","Vezt","VEZT",8184,10.8877565953144,NA
"5777","Kdm2b","KDM2B",14788,19.6735269466654,NA
"5778","Pid1","PID1",15133,20.1325049556321,NA
"5779","Dtwd2","DTWD2",7918,10.5338778985459,NA
"5780","Fer","FER",16175,21.5187515798156,NA
"5781","Ing4","ING4",6612,8.79641331967486,NA
"5782","4933417A18Rik","",6437,8.5635983875903,NA
"5783","Tor1aip2","TOR1AIP2",9564,12.7236686311812,NA
"5784","Nxf7","NXF2",7020,9.339204704192,NA
"5785","Nxf7","NXF2B",7020,9.339204704192,NA
"5786","Eci3","ECI2",7550,10.0443013556481,NA
"5787","Zranb2","ZRANB2",7677,10.2132584777895,NA
"5788","Dmxl1","DMXL1",8365,11.1285537536419,NA
"5789","Ccdc70","CCDC70",7096,9.44031290326872,NA
"5790","Tctn3","TCTN3",7067,9.40173214309471,NA
"5791","Rnf44","RNF44",6730,8.95339710245187,NA
"5792","Pygl","PYGL",9591,12.7595886492743,NA
"5793","2510002D24Rik","C22orf39",8226,10.9436321790147,NA
"5794","Nfix","NFIX",10377,13.8052602870941,NA
"5795","Fam163a","FAM163A",6115,8.13521891255471,NA
"5796","Gli2","GLI2",6306,8.389319781287,NA
"5797","Tmem176a","TMEM176A",6231,8.28954195325076,NA
"5798","Psmg1","PSMG1",9275,12.3391914004816,NA
"5799","Ly6i","",7957,10.5857623691247,NA
"5800","Krt33a","KRT33A",6340,8.43455239666343,NA
"5801","Gm45799","",6177,8.21770191706467,NA
"5802","Gm45799","TIMM10B",6177,8.21770191706467,NA
"5803","9430069I07Rik","",8516,11.3294397807549,NA
"5804","Mrpl40","MRPL40",8231,10.9502840342171,NA
"5805","Polr1f","POLR1F",6379,8.48643686724227,NA
"5806","Pja2","PJA2",9474,12.6039352375377,NA
"5807","Kif21a","KIF21A",7977,10.6123697899344,NA
"5808","Krt33b","KRT33A",6709,8.92545931060173,NA
"5809","Gpr75","GPR75",6627,8.81636888528211,NA
"5810","Dnah6","DNAH6",6843,9.10372903002648,NA
"5811","Nsun3","NSUN3",8460,11.2549390024878,NA
"5812","Ferd3l","FERD3L",7273,9.67578857743425,NA
"5813","Krt34","KRT34",6062,8.0647092474091,NA
"5814","Twist1","TWIST1",7073,9.40971436933761,NA
"5815","Sp4","SP4",8739,11.6261125227826,NA
"5816","Doc2a","DOC2A",6595,8.77379701198664,NA
"5817","Tnfaip8","TNFAIP8",16941,22.5378157968257,NA
"5818","Krt31","KRT33A",5837,7.76537576330038,NA
"5819","Inhbb","INHBB",5797,7.71216092168106,NA
"5820","Dner","DNER",12828,17.0659997073184,NA
"5821","Pcx","PC",14431,19.1985844852129,NA
"5822","Sp8","SP8",7032,9.3551691566778,NA
"5823","Arl13b","ARL13B",6764,8.9986297178283,NA
"5824","Abcb5","ABCB5",7629,10.1494006678463,NA
"5825","Pramex1","",6945,9.23942687615576,NA
"5826","Krt35","KRT35",4928,6.55606848750116,NA
"5827","Igsf1","IGSF1",8143,10.8332113826546,NA
"5828","Hsd17b4","HSD17B4",6442,8.57025024279272,NA
"5829","Stx19","STX19",9091,12.0944031290327,NA
"5830","Blmh","BLMH",12351,16.4314127210079,NA
"5831","Pros1","PROS1",6799,9.04519270424521,NA
"5832","Fam71e1","FAM71E1",5125,6.81815158247635,NA
"5833","Atp7b","ATP7B",6815,9.06647864089295,NA
"5834","Spsb3","SPSB3",4064,5.40662790852369,NA
"5835","Itgb8","ITGB8",8410,11.1884204504636,NA
"5836","Ncoa2","NCOA2",12534,16.6748706214163,NA
"5837","Fgd6","FGD6",8102,10.7786661699948,NA
"5838","Hira","HIRA",12552,16.698817300145,NA
"5839","Cers3","CERS3",10451,13.9037077440898,NA
"5840","Rps6ka5","RPS6KA5",7687,10.2265621881943,NA
"5841","Ptger3","PTGER3",8758,11.6513895725518,NA
"5842","Dnhd1","DNHD1",12485,16.6096824404326,NA
"5843","Lyl1","LYL1",7196,9.57335000731704,NA
"5844","Fam170a","FAM170A",6504,8.65273324730267,NA
"5845","Tnfrsf9","TNFRSF9",11620,15.4589114904147,NA
"5846","Intu","INTU",9930,13.2105844319981,NA
"5847","Pstpip1","PSTPIP1",5527,7.3529607407506,NA
"5848","Krt36","KRT36",5045,6.7117218992377,NA
"5849","Galntl6","GALNTL6",15536,20.6686444849469,NA
"5850","Pudp","PUDP",8235,10.9556055183791,NA
"5851","Acrbp","ACRBP",7631,10.1520614099272,NA
"5852","Prr16","PRR16",7111,9.46026846887597,NA
"5853","Rrp8","RRP8",5942,7.90506472255112,NA
"5854","Tmem87a","TMEM87A",9763,12.9884124682374,NA
"5855","Asb3","ASB3",12222,16.2597948567856,NA
"5856","Ftmt","FTMT",6872,9.14230979020049,NA
"5857","Srfbp1","SRFBP1",6698,8.91082522915641,NA
"5858","Mars1","MARS1",9116,12.1276624050448,NA
"5859","Slc25a31","SLC25A31",7596,10.1054984235103,NA
"5860","Lox","LOX",7632,10.1533917809677,NA
"5861","Olfr875","OR8B12",6610,8.79375257759389,NA
"5862","Hormad1","HORMAD1",9432,12.5480596538375,NA
"5863","Olfr876","OR8B12",7444,9.90328202535687,NA
"5864","Fam172a","FAM172A",7506,9.98576502986683,NA
"5865","Mybpc2","MYBPC2",5386,7.16537842404246,NA
"5866","Slc6a6","SLC6A6",11043,14.6912874000559,NA
"5867","Dand5","DAND5",8544,11.3666901698884,NA
"5868","Gnai2","GNAI2",9025,12.0065986403608,NA
"5869","BC030500","",8282,11.0181329572818,NA
"5870","Gadd45gip1","GADD45GIP1",7771,10.3383133555949,NA
"5871","Man2a1","MAN2A1",5715,7.60307049636143,NA
"5872","Krt13","",5545,7.37690741947929,NA
"5873","Alg11","ALG11",6894,9.17157795309112,NA
"5874","Olfr145","OR8B8",7235,9.62523447789589,NA
"5875","Krt15","KRT15",6567,8.73654662285311,NA
"5876","Tspan3","TSPAN3",9222,12.268681735336,NA
"5877","Zfp474","ZNF474",6676,8.88155706626578,NA
"5878","Lrfn4","LRFN4",4039,5.37336863251161,NA
"5879","Tcp11x2","TCP11X1",5477,7.28644218872644,NA
"5880","Tcp11x2","TCP11X2",5477,7.28644218872644,NA
"5881","Tcp11x2","",5477,7.28644218872644,NA
"5882","1700034E13Rik","",7313,9.72900341905357,NA
"5883","Macc1","MACC1",13721,18.2540210464699,NA
"5884","Rad23a","RAD23A",8522,11.3374220069978,NA
"5885","Entpd1","ENTPD1",11257,14.9759868027193,NA
"5886","4930583I09Rik","",7397,9.84075458645416,NA
"5887","Krt19","KRT19",7339,9.76359306610614,NA
"5888","Olfr164","",7651,10.1786688307369,NA
"5889","Gykl1","",7915,10.5298867854245,NA
"5890","Eme2","EME2",3728,4.95962323892134,NA
"5891","Olfr165","",6473,8.61149174504769,NA
"5892","Hace1","HACE1",6369,8.47313315683744,NA
"5893","Sncaip","SNCAIP",10846,14.4292043050807,NA
"5894","Aoc1","AOC1",11942,15.8872909654503,NA
"5895","Olfr166","OR2L13",7330,9.75161972674179,NA
"5896","Tmsb15a","",7682,10.2199103329919,NA
"5897","Slc6a4","SLC6A4",8223,10.9396410658933,NA
"5898","Sptbn4","SPTBN4",13700,18.2260832546197,NA
"5899","Olfr878","OR8B4",8387,11.1578219165325,NA
"5900","Tmem196","",8610,11.4544946585603,NA
"5901","Epha3","EPHA3",8694,11.5662458259609,NA
"5902","Olfr881","",8569,11.3999494459005,NA
"5903","Armcx5","ARMCX5",7042,9.36847286708263,NA
"5904","Peak1","PEAK1",12536,16.6775313634973,NA
"5905","Cth","CTH",8624,11.473119853127,NA
"5906","Aadat","AADAT",6877,9.1489616454029,NA
"5907","Olfr1324","",8578,11.4119227852648,NA
"5908","Pappa","PAPPA",6833,9.09042531962164,NA
"5909","Dglucy","DGLUCY",9189,12.224779491,NA
"5910","Ehmt2","EHMT2",6961,9.26071281280349,NA
"5911","Lpar5","LPAR5",9463,12.5893011560924,NA
"5912","Gprasp1","GPRASP1",10654,14.1737730653079,NA
"5913","Rce1","RCE1",5667,7.53921268641824,NA
"5914","Pou5f2","POU5F2",7491,9.96580946425958,NA
"5915","Gdi2","GDI2",7176,9.54674258650738,NA
"5916","Ralb","RALB",7335,9.7582715819442,NA
"5917","Olfr887","",8079,10.7480676360637,NA
"5918","Krt9","KRT9",6047,8.04475368180185,NA
"5919","Ankrd13c","ANKRD13C",9060,12.0531616267777,NA
"5920","Erlec1","ERLEC1",8244,10.9675788577434,NA
"5921","Cyp3a41a","CYP3A7",7982,10.6190216451368,NA
"5922","Cyp3a41a","CYP3A5",7982,10.6190216451368,NA
"5923","Cyp3a41a","CYP3A4",7982,10.6190216451368,NA
"5924","Cyp3a41a","CYP3A43",7982,10.6190216451368,NA
"5925","Cyp3a41a","CYP3A7-CYP3A51P",7982,10.6190216451368,NA
"5926","Snap91","SNAP91",5933,7.89309138318677,NA
"5927","Calr","CALR",9540,12.6917397262096,NA
"5928","Tmem185b","TMEM185B",6337,8.43056128354198,NA
"5929","Suclg1","SUCLG1",8302,11.0447403780915,NA
"5930","Parp1","PARP1",6672,8.87623558210385,NA
"5931","Bhlhb9","BHLHB9",6694,8.90550374499448,NA
"5932","Bhlhb9","ARMCX5-GPRASP2",6694,8.90550374499448,NA
"5933","Astn2","ASTN2",5471,7.27845996248354,NA
"5934","Nelfa","NELFA",7866,10.4646986044408,NA
"5935","Mfap3l","MFAP3L",11579,15.4043662777549,NA
"5936","Ccnj","CCNJ",5457,7.25983476791677,NA
"5937","Acox1","ACOX1",9735,12.9511620791039,NA
"5938","Spaca9","SPACA9",5463,7.26781699415967,NA
"5939","Nek5","NEK5",7895,10.5032793646148,NA
"5940","Stk26","STK26",6775,9.01326379927362,NA
"5941","Atl3","ATL3",9224,12.271342477417,NA
"5942","Ak8","AK8",5554,7.38888075884364,NA
"5943","Cyp3a44","CYP3A7",8112,10.7919698803996,NA
"5944","Cyp3a44","CYP3A5",8112,10.7919698803996,NA
"5945","Cyp3a44","CYP3A4",8112,10.7919698803996,NA
"5946","Cyp3a44","CYP3A43",8112,10.7919698803996,NA
"5947","Cyp3a44","CYP3A7-CYP3A51P",8112,10.7919698803996,NA
"5948","Gpnmb","GPNMB",7884,10.4886452831695,NA
"5949","Arhgap9","ARHGAP9",9121,12.1343142602472,NA
"5950","Golph3l","GOLPH3L",9984,13.2824244681842,NA
"5951","Olfr170","OR2AJ1",6631,8.82169036944404,NA
"5952","Csnka2ip","CSNKA2IP",7569,10.0695784054173,NA
"5953","Usp46","USP46",7968,10.6003964505701,NA
"5954","4930453N24Rik","C3orf38",8754,11.6460680883899,NA
"5955","Gtf3c4","GTF3C4",6590,8.76714515678423,NA
"5956","Zfp654","ZNF654",8457,11.2509478893663,NA
"5957","Gpr68","GPR68",9293,12.3631380792103,NA
"5958","Lamp3","",6347,8.44386499394681,NA
"5959","Snx2","SNX2",6891,9.16758683996967,NA
"5960","Trim32","TRIM32",6774,9.01193342823314,NA
"5961","Cggbp1","CGGBP1",9683,12.8819827849987,NA
"5962","Rap2c","RAP2C",7151,9.5134833104953,NA
"5963","Htr1f","HTR1F",6997,9.30860617026089,NA
"5964","Trim9","TRIM9",7045,9.37246398020408,NA
"5965","Orai1","ORAI1",7889,10.4952971383719,NA
"5966","Wdr59","WDR59",8799,11.7059347852116,NA
"5967","Tlr4","TLR4",8354,11.1139196721966,NA
"5968","B3gnt5","B3GNT5",7907,10.5192438171006,NA
"5969","Mbnl3","MBNL3",14953,19.8930381683452,NA
"5970","Xirp2","XIRP2",11245,14.9600223502335,NA
"5971","Tram1","TRAM1",6110,8.1285670573523,NA
"5972","Snx24","SNX24",9164,12.191520214988,NA
"5973","Nr2f1","NR2F1",7485,9.95782723801668,NA
"5974","Itpr2","ITPR2",7325,9.74496787153937,NA
"5975","Brinp1","BRINP1",7278,9.68244043263666,NA
"5976","Gm1673","C4orf48",6616,8.80173480383679,NA
"5977","Ppic","PPIC",6636,8.82834222464645,NA
"5978","Nr2c1","NR2C1",8986,11.954714169782,NA
"5979","Cdhr2","CDHR2",6811,9.06115715673101,NA
"5980","Ensa","ENSA",8091,10.7640320885495,NA
"5981","Prdm6","PRDM6",6175,8.2150411749837,NA
"5982","Pou1f1","POU1F1",8963,11.9241156358508,NA
"5983","Camta1","CAMTA1",13598,18.0903854084904,NA
"5984","Mcl1","MCL1",7502,9.9804435457049,NA
"5985","Adamts17","ADAMTS17",6644,8.83898519297032,NA
"5986","Lactb2","LACTB2",8405,11.1817685952612,NA
"5987","Krt14","KRT14",7475,9.94452352761185,NA
"5988","Flna","FLNA",7538,10.0283369031623,NA
"5989","Cyp3a11","CYP3A7",7856,10.4513948940359,NA
"5990","Cyp3a11","CYP3A5",7856,10.4513948940359,NA
"5991","Cyp3a11","CYP3A4",7856,10.4513948940359,NA
"5992","Cyp3a11","CYP3A43",7856,10.4513948940359,NA
"5993","Cyp3a11","CYP3A7-CYP3A51P",7856,10.4513948940359,NA
"5994","Zfp518a","ZNF518A",11239,14.9520401239906,NA
"5995","Adamtsl4","ADAMTSL4",7815,10.3968496813761,NA
"5996","Gm960","C11orf80",8689,11.5595939707584,NA
"5997","Xkr9","XKR9",7428,9.88199608870914,NA
"5998","Chac2","CHAC2",6758,8.9906474915854,NA
"5999","Tcf4","TCF4",20841,27.7262628547102,NA
"6000","Lin9","LIN9",7635,10.1573828940892,NA
"6001","Nsrp1","NSRP1",8775,11.67400588024,NA
"6002","Rasl11b","RASL11B",5851,7.78400095786715,NA
"6003","Plaat3","PLAAT3",6980,9.28598986257267,NA
"6004","Chmp2b","CHMP2B",7949,10.5751194008009,NA
"6005","Nat8l","NAT8L",5846,7.77734910266473,NA
"6006","Klhl6","KLHL6",7207,9.58798408876235,NA
"6007","Hspa4l","HSPA4L",7098,9.44297364534969,NA
"6008","Gprin1","GPRIN1",6962,9.26204318384397,NA
"6009","Ten1","TEN1-CDK3",9704,12.9099205768489,NA
"6010","Ten1","TEN1",9704,12.9099205768489,NA
"6011","Ino80e","INO80E",4884,6.4975321617199,NA
"6012","Morn3","MORN3",9458,12.58264930089,NA
"6013","Blnk","BLNK",5953,7.91969880399644,NA
"6014","Kif2a","KIF2A",13009,17.3067968656458,NA
"6015","Vgll3","VGLL3",6159,8.19375523833597,NA
"6016","Krt16","KRT16",5239,6.96981388109144,NA
"6017","Ndufa12","NDUFA12",7180,9.55206407066931,NA
"6018","Stc2","STC2",4902,6.5214788404486,NA
"6019","Klhl24","KLHL24",8542,11.3640294278074,NA
"6020","Glmn","GLMN",8256,10.9835433102292,NA
"6021","Gli1","GLI1",8179,10.881104740112,NA
"6022","Ddx31","DDX31",6562,8.7298947676507,NA
"6023","Gm21992","RBM4",8838,11.7578192557904,NA
"6024","Olfr893","",7597,10.1068287945508,NA
"6025","Bod1","BOD1L2",6989,9.29796320193702,NA
"6026","Bod1","BOD1",6989,9.29796320193702,NA
"6027","Olfr894","",8552,11.3773331382122,NA
"6028","Cadm2","CADM2",7745,10.3037237085423,NA
"6029","Lgals12","LGALS12",7838,10.4274482153072,NA
"6030","Ripply2","RIPPLY2",6403,8.51836577221387,NA
"6031","Rpl30","RPL30",8745,11.6340947490255,NA
"6032","Krt17","KRT17",4331,5.7618369763327,NA
"6033","Blvrb","BLVRB",11416,15.1875157981561,NA
"6034","Olfr25","",8103,10.7799965410353,NA
"6035","Ly6a","",6041,8.03677145555896,NA
"6036","Inhbe","INHBE",9070,12.0664653371825,NA
"6037","Evpl","EVPLL",7743,10.3010629664613,NA
"6038","Evpl","EVPL",7743,10.3010629664613,NA
"6039","Hmg20a","HMG20A",7510,9.99108651402876,NA
"6040","Inhbc","INHBC",11065,14.7205555629465,NA
"6041","B3galt1","B3GALT1",12555,16.7028084132665,NA
"6042","Tmcc3","TMCC3",15538,20.6713052270278,NA
"6043","Spib","SPIB",4462,5.936115582636,NA
"6044","Spib","",4462,5.936115582636,NA
"6045","Barhl1","BARHL1",6046,8.04342331076137,NA
"6046","Erich5","ERICH5",9273,12.3365306584006,NA
"6047","Hpf1","HPF1",7676,10.211928106749,NA
"6048","Cfap77","CFAP77",8068,10.7334335546184,NA
"6049","Rida","RIDA",7519,10.0030598533931,NA
"6050","Mixl1","MIXL1",8115,10.7959609935211,NA
"6051","Sertad3","SERTAD3",9309,12.384424015858,NA
"6052","Dntt","DNTT",6893,9.17024758205063,NA
"6053","Efcab5","EFCAB5",9637,12.8207857171365,NA
"6054","Tmem232","TMEM232",15061,20.0367182407173,NA
"6055","Hirip3","HIRIP3",4737,6.30196761876887,NA
"6056","Acbd3","ACBD3",9707,12.9139116899703,NA
"6057","Uts2","UTS2",7113,9.46292921095694,NA
"6058","Brwd1","BRWD1",7701,10.2451873827611,NA
"6059","Abcd2","ABCD2",8581,11.4159138983863,NA
"6060","Ganc","",9783,13.0150198890471,NA
"6061","Ganc","GANC",9783,13.0150198890471,NA
"6062","Cdk5rap2","CDK5RAP2",6882,9.15561350060532,NA
"6063","Abl2","ABL2",7496,9.972461319462,NA
"6064","Sertad1","SERTAD1",8750,11.6407466042279,NA
"6065","Farsa","FARSA",9721,12.9325368845371,NA
"6066","Sae1","SAE1",9317,12.3950669841819,NA
"6067","Grik2","GRIK2",8546,11.3693509119693,NA
"6068","Ecm1","ECM1",6929,9.21814093950803,NA
"6069","Ly6c1","",7507,9.98709540090731,NA
"6070","Cyp3a25","CYP3A7",5848,7.7800098447457,NA
"6071","Cyp3a25","CYP3A5",5848,7.7800098447457,NA
"6072","Cyp3a25","CYP3A4",5848,7.7800098447457,NA
"6073","Cyp3a25","CYP3A43",5848,7.7800098447457,NA
"6074","Cyp3a25","CYP3A7-CYP3A51P",5848,7.7800098447457,NA
"6075","Eif1","",9143,12.1635824231378,NA
"6076","Cyb5r4","CYB5R4",7035,9.35916026979925,NA
"6077","Opalin","OPALIN",6622,8.80971703007969,NA
"6078","Tmx1","TMX1",9002,11.9760001064297,NA
"6079","Plaat5","PLAAT5",7781,10.3516170659997,NA
"6080","Trip12","TRIP12",10339,13.7547061875557,NA
"6081","Nek3","NEK3",10024,13.3356393098035,NA
"6082","Lysmd4","LYSMD4",5904,7.85451062301276,NA
"6083","Srp68","SRP68",9650,12.8380805406628,NA
"6084","Hdac9","HDAC9",14227,18.9271887929544,NA
"6085","Cyp3a59","CYP3A7",6075,8.08200407093538,NA
"6086","Cyp3a59","CYP3A5",6075,8.08200407093538,NA
"6087","Cyp3a59","CYP3A4",6075,8.08200407093538,NA
"6088","Cyp3a59","CYP3A43",6075,8.08200407093538,NA
"6089","Cyp3a59","CYP3A7-CYP3A51P",6075,8.08200407093538,NA
"6090","Slc2a13","SLC2A13",6965,9.26603429696542,NA
"6091","Nox4","NOX4",7624,10.1427488126438,NA
"6092","Slc22a19","SLC22A9",5389,7.16936953716391,NA
"6093","1700001J03Rik","",6182,8.22435377226709,NA
"6094","Pop1","POP1",7500,9.97778280362393,NA
"6095","Olfr147","OR8B3",8335,11.0886426224274,NA
"6096","Olfr147","OR8B2",8335,11.0886426224274,NA
"6097","Gast","GAST",8330,11.081990767225,NA
"6098","Grip2","GRIP2",11049,14.6992696262988,NA
"6099","Scfd2","SCFD2",8028,10.6802187129991,NA
"6100","Tll2","TLL2",6709,8.92545931060173,NA
"6101","Slc44a4","SLC44A4",8422,11.2043849029494,NA
"6102","Olfr902","",7245,9.63853818830072,NA
"6103","Per3","PER3",8420,11.2017241608685,NA
"6104","Galr2","GALR2",9006,11.9813215905916,NA
"6105","Mrap2","MRAP2",6861,9.12767570875517,NA
"6106","Cpeb4","CPEB4",6709,8.92545931060173,NA
"6107","Ttf1","TTF1",7887,10.4926363962909,NA
"6108","Syce2","SYCE2",8510,11.321457554512,NA
"6109","Cep83","CEP83",7041,9.36714249604215,NA
"6110","Slc38a3","SLC38A3",9639,12.8234464592175,NA
"6111","Srsf11","SRSF11",10391,13.8238854816608,NA
"6112","Sncb","SNCB",7156,9.52013516569771,NA
"6113","Stk39","STK39",8035,10.6895313102824,NA
"6114","Ckap2","CKAP2",8450,11.241635292083,NA
"6115","Ly6c2","",6240,8.30151529261511,NA
"6116","Slc22a26","SLC22A9",6671,8.87490521106336,NA
"6117","Vps36","VPS36",8390,11.161813029654,NA
"6118","Megf9","MEGF9",7185,9.55871592587173,NA
"6119","Tasor2","TASOR2",9920,13.1972807215933,NA
"6120","Ly6g","",5680,7.55650750994452,NA
"6121","4930524B15Rik","C5orf47",8732,11.6167999254992,NA
"6122","Nipal2","NIPAL2",8498,11.3054931020262,NA
"6123","Ssh2","SSH2",13927,18.5280774808094,NA
"6124","Vamp3","VAMP3",7002,9.3152580254633,NA
"6125","Tm9sf3","TM9SF3",8044,10.7015046496468,NA
"6126","Plxnc1","PLXNC1",6816,9.06780901193343,NA
"6127","Gm13090","",5492,7.30639775433368,NA
"6128","Gcdh","GCDH",9318,12.3963973552224,NA
"6129","Malsu1","MALSU1",8935,11.8868652467173,NA
"6130","Vapa","VAPA",9294,12.3644684502508,NA
"6131","Tmem120b","TMEM120B",9413,12.5227826040683,NA
"6132","Hs6st2","HS6ST2",6920,9.20616760014368,NA
"6133","Kcns2","KCNS2",5692,7.57247196243032,NA
"6134","Epb41","EPB41",17032,22.6588795615097,NA
"6135","Ly6g2","",6025,8.01548551891122,NA
"6136","Slc22a27","SLC22A9",7392,9.83410273125175,NA
"6137","Usp26","",8991,11.9613660249844,NA
"6138","4933409G03Rik","",7298,9.70904785344633,NA
"6139","Txndc2","TXNDC2",7091,9.43366104806631,NA
"6140","Igf2bp3","IGF2BP3",6989,9.29796320193702,NA
"6141","Ly6f","",5671,7.54453417058017,NA
"6142","Neu1","NEU1",7806,10.3848763420118,NA
"6143","Klf1","KLF1",8686,11.555602857637,NA
"6144","Magea14","MAGEA10",7501,9.97911317466441,NA
"6145","Slc22a28","SLC22A9",6875,9.14630090332194,NA
"6146","Asb13","ASB13",9034,12.0185719797251,NA
"6147","Tom1l2","TOM1L2",7893,10.5006186225338,NA
"6148","Ascc3","ASCC3",11183,14.8775393457235,NA
"6149","Sh3kbp1","SH3KBP1",16379,21.7901472720742,NA
"6150","Thsd1","THSD1",6811,9.06115715673101,NA
"6151","Setx","SETX",8901,11.8416326313409,NA
"6152","Pik3ap1","PIK3AP1",6208,8.25894341931965,NA
"6153","Rab31","RAB31",8165,10.8624795455453,NA
"6154","Ccdc174","CCDC174",7777,10.3462955818378,NA
"6155","Olfr905","",8750,11.6407466042279,NA
"6156","Znrf1","ZNRF1",9742,12.9604746763872,NA
"6157","Calml3","CALML3",7791,10.3649207764045,NA
"6158","Stk3","STK3",12128,16.1347399789801,NA
"6159","Calm4","CALML5",5817,7.73876834249072,NA
"6160","Fbxo36","FBXO36",9775,13.0043769207232,NA
"6161","Lingo1","LINGO1",11732,15.6079130469488,NA
"6162","Arrdc3","ARRDC3",8595,11.434539092953,NA
"6163","Slc16a14","SLC16A14",7732,10.286428885016,NA
"6164","Zc3h4","ZC3H4",8539,11.360038314686,NA
"6165","Cradd","CRADD",6818,9.0704697540144,NA
"6166","Stat1","STAT1",7417,9.86736200726383,NA
"6167","Olfr911-ps1","",6925,9.21281945534609,NA
"6168","Olfr910","",7265,9.66514560911038,NA
"6169","Slc22a29","SLC22A9",7021,9.34053507523248,NA
"6170","Cep162","CEP162",6423,8.54497319302354,NA
"6171","Ints13","INTS13",8165,10.8624795455453,NA
"6172","Sim1","SIM1",5705,7.5897667859566,NA
"6173","Rhof","RHOF",7279,9.68377080367715,NA
"6174","Prx","PRX",10545,14.0287626218952,NA
"6175","Hspa1b","HSPA1A",8303,11.0460707491319,NA
"6176","Hspa1b","HSPA1B",8303,11.0460707491319,NA
"6177","Hspa1a","HSPA1A",7941,10.564476432477,NA
"6178","Hspa1a","HSPA1B",7941,10.564476432477,NA
"6179","Ndufaf2","NDUFAF2",8155,10.8491758351404,NA
"6180","Hspa1l","HSPA1L",7909,10.5219045591816,NA
"6181","Socs2","SOCS2",7553,10.0482924687695,NA
"6182","Lcor","LCOR",16490,21.9378184575678,NA
"6183","Osr2","OSR2",5218,6.94187608924129,NA
"6184","Lsm2","LSM2",9698,12.901938350606,NA
"6185","Arfgap1","ARFGAP1",7215,9.59862705708622,NA
"6186","Net1","NET1",10897,14.4970532281453,NA
"6187","Tra2a","TRA2A",8895,11.833650405098,NA
"6188","Odf3l1","ODF3L1",9092,12.0957335000732,NA
"6189","Slc22a30","SLC22A9",6566,8.73521625181263,NA
"6190","Rnf6","RNF6",9085,12.0864209027898,NA
"6191","Ly6h","LY6H",5575,7.41681855069379,NA
"6192","Lrba","LRBA",12162,16.1799725943566,NA
"6193","Prps1l1","PRPS1L1",7914,10.528556414384,NA
"6194","Tmem160","TMEM160",5851,7.78400095786715,NA
"6195","Frmd6","FRMD6",6093,8.10595074966408,NA
"6196","Olfr912","",6723,8.94408450516849,NA
"6197","Speer2","",6163,8.1990767224979,NA
"6198","Hipk4","HIPK4",8593,11.4318783508721,NA
"6199","Olfr913","",7358,9.78887011587532,NA
"6200","4930590J08Rik","C3orf20",6898,9.17689943725305,NA
