"","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","% of Myh11 TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"968","Ttc6","TTC6",NA,8012,10.6074246676905,NA
"969","Sacs","SACS",NA,12524,16.58105173966,NA
"970","Zfp595","ZNF682",NA,12623,16.7121220145104,NA
"971","Zfp595","ZNF85",NA,12623,16.7121220145104,NA
"972","Zfp595","ZNF736",NA,12623,16.7121220145104,NA
"973","Zfp595","ZNF695",NA,12623,16.7121220145104,NA
"974","Zfp595","ZNF724",NA,12623,16.7121220145104,NA
"975","Zfp595","ZNF678",NA,12623,16.7121220145104,NA
"976","Zfp595","ZNF738",NA,12623,16.7121220145104,NA
"977","Zfp595","ZNF681",NA,12623,16.7121220145104,NA
"978","Zfp595","ZNF727",NA,12623,16.7121220145104,NA
"979","Efemp2","EFEMP2",NA,5519,7.30683683736694,NA
"980","Pnpla5","PNPLA5",NA,7024,9.29936980352698,NA
"981","Hdx","HDX",NA,8980,11.8890006884499,NA
"982","Gpatch2l","GPATCH2L",NA,5789,7.66430122332257,NA
"983","Adtrp","ADTRP",NA,10320,13.663083196526,NA
"984","Pnpla3","PNPLA3",NA,8671,11.4799025578563,NA
"985","Il17rd","IL17RD",NA,12222,16.1812212042578,NA
"986","Ssr4","SSR4",NA,4510,5.97097918762908,NA
"987","Samm50","SAMM50",NA,6804,9.00810252608166,NA
"988","Sstr1","SSTR1",NA,7390,9.78393263782238,NA
"989","Clec14a","CLEC14A",NA,7550,9.99576338505534,NA
"990","Xrcc3","XRCC3",NA,5519,7.30683683736694,NA
"991","Zfp953","ZNF682",NA,9071,12.0094794259387,NA
"992","Zfp953","ZNF85",NA,9071,12.0094794259387,NA
"993","Zfp953","ZNF736",NA,9071,12.0094794259387,NA
"994","Zfp953","ZNF695",NA,9071,12.0094794259387,NA
"995","Zfp953","ZNF724",NA,9071,12.0094794259387,NA
"996","Zfp953","ZNF678",NA,9071,12.0094794259387,NA
"997","Zfp953","ZNF738",NA,9071,12.0094794259387,NA
"998","Zfp953","ZNF681",NA,9071,12.0094794259387,NA
"999","Zfp953","ZNF727",NA,9071,12.0094794259387,NA
"1000","Parvb","PARVB",NA,6652,8.80686331621035,NA
"1001","Parvg","PARVG",NA,6252,8.27728644812795,NA
"1002","Tex16","",NA,8243,10.9132553090081,NA
"1003","Zfp456","ZNF195",NA,7393,9.787904464333,NA
"1004","Zfp456","ZNF429",NA,7393,9.787904464333,NA
"1005","Olfr19","OR7A17",NA,6626,8.77244081978499,NA
"1006","Olfr19","OR7A5",NA,6626,8.77244081978499,NA
"1007","Olfr19","OR7A10",NA,6626,8.77244081978499,NA
"1008","Sgcg","SGCG",NA,6875,9.10210242016629,"NASMC9 "
"1009","Cpsf3","CPSF3",NA,8877,11.7526346449187,NA
"1010","Pdzd4","PDZD4",NA,10034,13.2844357358471,NA
"1011","Nepro","NEPRO",NA,8495,11.2468887359,NA
"1012","Srp19","SRP19",NA,9011,11.9300428957263,NA
"1013","Hivep1","HIVEP1",NA,5950,7.87745591272573,NA
"1014","Trmt13","TRMT13",NA,13236,17.5236985648467,NA
"1015","Shisal1","SHISAL1",NA,6046,8.00455436106551,NA
"1016","Arl11","ARL11",NA,7708,10.2049462479479,NA
"1017","4933403O08Rik","",NA,13603,18.0095853413123,NA
"1018","Reep5","REEP5",NA,7131,9.44103161573902,NA
"1019","Mus81","MUS81",NA,5838,7.72917438966266,NA
"1020","Spag6l","SPAG6",NA,8043,10.6484668749669,NA
"1021","Edn1","EDN1",NA,6265,8.29449769634062,NA
"1022","Ebpl","EBPL",NA,7842,10.3823544987555,NA
"1023","Cul4b","CUL4B",NA,12412,16.4327702165969,NA
"1024","Arhgef3","ARHGEF3",NA,14894,19.7187946830482,NA
"1025","Zfp429","ZNF195",NA,8141,10.7782132076471,NA
"1026","Zfp429","ZNF429",NA,8141,10.7782132076471,NA
"1027","Rtl6","RTL6",NA,6449,8.53810305565853,NA
"1028","Prr5","PRR5",NA,8433,11.1648043213472,NA
"1029","Txnl1","TXNL1",NA,12927,17.114600434253,NA
"1030","Igll1","",NA,6142,8.13165280940528,NA
"1031","Zfp459","ZNF845",NA,8490,11.240269025049,NA
"1032","Vpreb1","VPREB1",NA,7230,9.57210189058942,NA
"1033","Kpna3","KPNA3",NA,7733,10.238044802203,NA
"1034","Sec23a","SEC23A",NA,8855,11.7235079171742,NA
"1035","Gtpbp8","GTPBP8",NA,6738,8.92072234284806,NA
"1036","Sptssb","SPTSSB",NA,6745,8.92998993803951,NA
"1037","Capsl","CAPSL",NA,6930,9.17491923952762,NA
"1038","H2bc23","",NA,8010,10.6047767833501,NA
"1039","Arhgap8","PRR5-ARHGAP8",NA,10660,14.113223534396,NA
"1040","Arhgap8","ARHGAP8",NA,10660,14.113223534396,NA
"1041","H2ac23","",NA,11034,14.6083779060531,NA
"1042","Rbm26","RBM26",NA,7857,10.4022136313086,NA
"1043","H4c17","",NA,6274,8.30641317587248,NA
"1044","H4c18","",NA,8124,10.7557061907536,NA
"1045","Otol1","OTOL1",NA,6158,8.15283588412858,NA
"1046","Cd200r1","CD200R1",NA,7533,9.97325636816184,NA
"1047","Cd200r1","CD200R1L",NA,7533,9.97325636816184,NA
"1048","H2bc24","",NA,5981,7.91849812000212,NA
"1049","Iah1","IAH1",NA,6690,8.85717311867818,NA
"1050","Pkd2l2","PKD2L2",NA,7203,9.53635545199386,NA
"1051","Cfl1","CFL1",NA,6373,8.43748345072287,NA
"1052","Zfp874a","ZNF195",NA,8365,11.0747762537732,NA
"1053","Zfp874a","ZNF429",NA,8365,11.0747762537732,NA
"1054","Gemin2","GEMIN2",NA,8488,11.2376211407086,NA
"1055","Snx32","SNX32",NA,9724,12.8740136630832,NA
"1056","Snx27","SNX27",NA,8141,10.7782132076471,NA
"1057","Il7r","IL7R",NA,5834,7.72387862098184,NA
"1058","Esrrb","ESRRB",NA,12074,15.9852777630673,NA
"1059","Donson","DONSON",NA,8772,11.6136207170471,NA
"1060","Phf21b","PHF21B",NA,6821,9.03060954297516,NA
"1061","Arhgef28","ARHGEF28",NA,14096,18.6622888312239,NA
"1062","Fam13b","FAM13B",NA,8279,10.9609172271355,NA
"1063","Nscme3l","NSMCE3",NA,9432,12.487422549383,NA
"1064","Ovol1","OVOL1",NA,4716,6.24371127469152,NA
"1065","Ap5b1","AP5B1",NA,6986,9.24906000105915,NA
"1066","Rnaseh2c","RNASEH2C",NA,5873,7.77551236561987,NA
"1067","Nup50","NUP50",NA,6792,8.99221522003919,NA
"1068","Zfyve21","ZFYVE21",NA,5445,7.2088651167717,NA
"1069","Apool","APOOL",NA,7491,9.91765079701319,NA
"1070","Wnt8a","WNT8A",NA,8461,11.201874702113,NA
"1071","5031439G07Rik","KIAA0930",NA,8146,10.7848329184981,NA
"1072","Atp5o","DONSON",NA,6800,9.00280675740084,NA
"1073","Spryd7","SPRYD7",NA,8789,11.6361277339406,NA
"1074","Nme5","NME5",NA,9424,12.4768310120214,NA
"1075","Cd200r4","CD200R1",NA,8896,11.7777895461526,NA
"1076","Cd200r4","CD200R1L",NA,8896,11.7777895461526,NA
"1077","Smarca2","SMARCA2",NA,12764,16.8987978605095,NA
"1078","Sass6","SASS6",NA,9698,12.8395911666578,NA
"1079","Mcts1","MCTS1",NA,9133,12.0915638404914,NA
"1080","Upk3a","UPK3A",NA,7694,10.186411057565,NA
"1081","Trim13","TRIM13",NA,8719,11.5434517820262,NA
"1082","Brd8dc","",NA,8890,11.7698458931314,NA
"1083","Cd200r2","CD200R1",NA,5893,7.80199120902399,NA
"1084","Cd200r2","CD200R1L",NA,5893,7.80199120902399,NA
"1085","Fam118a","FAM118A",NA,8136,10.7715934967961,NA
"1086","Satl1","SATL1",NA,6947,9.19742625642112,NA
"1087","Tasor","TASOR",NA,7061,9.3483556638246,NA
"1088","Wdr7","WDR7",NA,7185,9.51252449293015,NA
"1089","Top3b","TOP3B",NA,7459,9.87528464756659,NA
"1090","C1galt1c1","C1GALT1C1",NA,9389,12.4304930360642,NA
"1091","Vash1","VASH1",NA,6522,8.63475083408357,NA
"1092","6030498E09Rik","",NA,6614,8.75655351374252,NA
"1093","Trappc6b","TRAPPC6B",NA,8549,11.3183816130911,NA
"1094","Cypt15","",NA,7000,9.26759519144204,NA
"1095","Spef2","SPEF2",NA,8217,10.8788328125827,NA
"1096","2010106E10Rik","",NA,8083,10.7014245617751,NA
"1097","Ndfip2","NDFIP2",NA,6855,9.07562357676217,NA
"1098","Cypt14","",NA,6667,8.82672244876344,NA
"1099","Angel1","ANGEL1",NA,7276,9.6330032304189,NA
"1100","Mfsd14a","",NA,9031,11.9565217391304,NA
"1101","Zfp711","ZNF711",NA,8399,11.1197902875602,NA
"1102","Ppp1r13b","PPP1R13B",NA,7498,9.92691839220463,NA
"1103","Tuft1","TUFT1",NA,7736,10.2420166287137,NA
"1104","Pof1b","POF1B",NA,8844,11.7089445533019,NA
"1105","Zfp184","",NA,6838,9.05311655986866,NA
"1106","Ccdc66","CCDC66",NA,8499,11.2521845045808,NA
"1107","Pnn","PNN",NA,9296,12.307366414235,NA
"1108","Zfp874b","ZNF195",NA,8676,11.4865222687073,NA
"1109","Zfp874b","ZNF429",NA,8676,11.4865222687073,NA
"1110","Pom121l2","POM121L2",NA,9068,12.0055075994281,NA
"1111","Smc1b","SMC1B",NA,7863,10.4101572843298,NA
"1112","Chm","CHM",NA,9218,12.204098924959,NA
"1113","Lrrc74a","LRRC74A",NA,7258,9.60917227135519,NA
"1114","Prss16","PRSS16",NA,7429,9.83556638246041,NA
"1115","Spry2","SPRY2",NA,7395,9.79055234867341,NA
"1116","Trim52","",NA,7063,9.35100354816502,NA
"1117","Sis","SI",NA,8313,11.0059312609225,NA
"1118","Irf2bpl","IRF2BPL",NA,5743,7.60339988349309,NA
"1119","Zfp58","ZNF195",NA,11363,15.0439548800508,NA
"1120","Zfp58","ZNF429",NA,11363,15.0439548800508,NA
"1121","Atp5mpl","ATP5MJ",NA,6340,8.39379335910608,NA
"1122","Cd200r3","CD200R1",NA,5595,7.4074564423026,NA
"1123","Cd200r3","CD200R1L",NA,5595,7.4074564423026,NA
"1124","Ribc2","RIBC2",NA,7855,10.3995657469682,NA
"1125","Cipc","CIPC",NA,9189,12.165704602023,NA
"1126","Asap1","ASAP1",NA,9336,12.3603241010433,NA
"1127","Phf8","PHF8",NA,8596,11.3806068950908,NA
"1128","H2ac12","",NA,6462,8.55531430387121,NA
"1129","Utp15","UTP15",NA,8559,11.3316210347932,NA
"1130","Zdhhc22","ZDHHC22",NA,6514,8.62415929672192,NA
"1131","Tdrd9","TDRD9",NA,6014,7.96218821161892,NA
"1132","Kcnrg","KCNRG",NA,7353,9.73494677752476,NA
"1133","St8sia3","ST8SIA3",NA,8500,11.253508446751,NA
"1134","Slitrk3","SLITRK3",NA,7063,9.35100354816502,NA
"1135","Slitrk1","SLITRK1",NA,8775,11.6175925435577,NA
"1136","H2bc12","",NA,6241,8.26272308425568,NA
"1137","H4c9","",NA,5734,7.59148440396124,NA
"1138","H2ac11","H2AC4",NA,5832,7.72123073664142,NA
"1139","H2bc11","",NA,5837,7.72785044749245,NA
"1140","Onecut2","ONECUT2",NA,5601,7.41540009532384,NA
"1141","Atp5o","",NA,6800,9.00280675740084,NA
"1142","Atp5o","ATP5PO",NA,6800,9.00280675740084,NA
"1143","Atp5o","DONSON",NA,6800,9.00280675740084,NA
"1144","Ppm1f","PPM1F",NA,5994,7.9357093682148,NA
"1145","Bche","BCHE",NA,8609,11.3978181433035,NA
"1146","Zfp87","ZNF195",NA,5958,7.88804745008738,NA
"1147","Zfp87","ZNF429",NA,5958,7.88804745008738,NA
"1148","Dleu7","DLEU7",NA,6790,8.98956733569878,NA
"1149","Slitrk6","SLITRK6",NA,8697,11.5143250542816,NA
"1150","Brd8","BRD8",NA,9393,12.435788804745,NA
"1151","Slc35a3","SLC35A3",NA,8427,11.156860668326,NA
"1152","Cryzl1","CRYZL1",NA,6800,9.00280675740084,NA
"1153","Rnaseh2b","RNASEH2B",NA,11409,15.1048562198803,NA
"1154","Zfp748","ZNF845",NA,8768,11.6083249483663,NA
"1155","Vmn1r189","",NA,7640,10.1149181803739,NA
"1156","Slitrk5","SLITRK5",NA,7878,10.4300164168829,NA
"1157","Rd3l","RD3L",NA,6084,8.05486416353334,NA
"1158","Selenbp2","SELENBP1",NA,7723,10.224805380501,NA
"1159","Vmn1r192","",NA,7297,9.66080601599322,NA
"1160","Zfp729b","ZNF845",NA,9760,12.9216755812106,NA
"1161","Aspg","ASPG",NA,4856,6.42906317852036,NA
"1162","Gucy1b2","",NA,7546,9.99046761637452,NA
"1163","Vmn1r195","",NA,7226,9.56680612190859,NA
"1164","Zfp729a","ZNF845",NA,6757,8.94587724408198,NA
"1165","Adam17","ADAM17",NA,9723,12.872689720913,NA
"1166","Zbbx","ZBBX",NA,12936,17.1265159137849,NA
"1167","Ccdc80","CCDC80",NA,6619,8.76317322459355,"NASMC3 "
"1168","Il12rb2","IL12RB2",NA,11748,15.5536726155802,NA
"1169","Phactr1","PHACTR1",NA,17172,22.7347349467775,NA
"1170","Slc35a5","SLC35A5",NA,8905,11.7897050256845,NA
"1171","Fam124a","FAM124A",NA,6968,9.22522904199545,NA
"1172","Gpc5","GPC5",NA,9353,12.3828311179368,NA
"1173","Atg3","ATG3",NA,8822,11.6798178255574,NA
"1174","Serpini2","SERPINI2",NA,8842,11.7062966689615,NA
"1175","Il23r","IL23R",NA,7589,10.0473971296934,NA
"1176","Serpine3","SERPINE3",NA,7214,9.55091881586612,NA
"1177","Agl","AGL",NA,9041,11.9697611608325,NA
"1178","Mapk1","MAPK1",NA,7437,9.84615791982206,NA
"1179","Ints6","INTS6",NA,9330,12.352380448022,NA
"1180","Tacstd2","TACSTD2",NA,7120,9.42646825186676,NA
"1181","Mug2","PZP",NA,7391,9.78525657999259,NA
"1182","Mug2","CPAMD8",NA,7391,9.78525657999259,NA
"1183","Fech","FECH",NA,8621,11.413705449346,NA
"1184","L1cam","L1CAM",NA,9757,12.9177037547,NA
"1185","Erc2","ERC2",NA,11009,14.5752793517979,NA
"1186","Btla","BTLA",NA,6785,8.98294762484775,NA
"1187","Aplf","APLF",NA,7987,10.5743261134354,NA
"1188","Wdr49","WDR49",NA,7939,10.5107768892655,NA
"1189","Cd200","CD200",NA,10963,14.5143780119684,NA
"1190","Zfp738","ZNF682",NA,7963,10.5425515013504,NA
"1191","Zfp738","ZNF85",NA,7963,10.5425515013504,NA
"1192","Zfp738","ZNF736",NA,7963,10.5425515013504,NA
"1193","Zfp738","ZNF695",NA,7963,10.5425515013504,NA
"1194","Zfp738","ZNF724",NA,7963,10.5425515013504,NA
"1195","Zfp738","ZNF678",NA,7963,10.5425515013504,NA
"1196","Zfp738","ZNF738",NA,7963,10.5425515013504,NA
"1197","Zfp738","ZNF681",NA,7963,10.5425515013504,NA
"1198","Zfp738","ZNF727",NA,7963,10.5425515013504,NA
"1199","Pdcd10","PDCD10",NA,8668,11.4759307313457,NA
"1200","Gm609","",NA,7354,9.73627071969496,NA
"1201","Tmem63c","TMEM63C",NA,10831,14.3396176455012,NA
"1202","Try4","PRSS3",NA,7069,9.35894720118625,NA
"1203","Try4","PRSS1",NA,7069,9.35894720118625,NA
"1204","Try4","PRSS2",NA,7069,9.35894720118625,NA
"1205","Ankra2","ANKRA2",NA,8822,11.6798178255574,NA
"1206","Kif20a","KIF20A",NA,9476,12.5456760048721,NA
"1207","Ypel1","YPEL1",NA,8503,11.2574802732617,NA
"1208","Serpini1","SERPINI1",NA,8551,11.3210294974316,NA
"1209","Slco1c1","SLCO1C1",NA,7849,10.3916220939469,NA
"1210","Cgn","CGN",NA,8284,10.9675369379865,NA
"1211","Gpc6","GPC6",NA,7256,9.60652438701478,NA
"1212","Slc9c1","SLC9C1",NA,7921,10.4869459302018,NA
"1213","Wdfy2","WDFY2",NA,7964,10.5438754435206,NA
"1214","Gria3","GRIA3",NA,7475,9.89646772228989,NA
"1215","Cdc23","CDC23",NA,10047,13.3016469840597,NA
"1216","Vmn1r200","",NA,7374,9.76274956309908,NA
"1217","Kif26a","KIF26A",NA,4541,6.01202139490547,NA
"1218","Try5","PRSS3",NA,7109,9.41190488799449,NA
"1219","Try5","PRSS1",NA,7109,9.41190488799449,NA
"1220","Try5","PRSS2",NA,7109,9.41190488799449,NA
"1221","Defb48","",NA,8736,11.5659587989197,NA
"1222","Defb47","DEFB130B",NA,8202,10.8589736800297,NA
"1223","Defb47","DEFB130A",NA,8202,10.8589736800297,NA
"1224","Zfp65","",NA,7855,10.3995657469682,NA
"1225","Zfp65","KRBOX1",NA,7855,10.3995657469682,NA
"1226","Zfp65","ZNF200",NA,7855,10.3995657469682,NA
"1227","Dct","DCT",NA,8105,10.7305512895197,NA
"1228","Try10","PRSS3",NA,8171,10.8179314727533,NA
"1229","Try10","PRSS1",NA,8171,10.8179314727533,NA
"1230","Try10","PRSS2",NA,8171,10.8179314727533,NA
"1231","Ngb","NGB",NA,5642,7.46968172430228,NA
"1232","Gm815","",NA,7997,10.5875655351374,NA
"1233","Defb43","DEFB131B",NA,7233,9.57607371710004,NA
"1234","Defb43","DEFB131A",NA,7233,9.57607371710004,NA
"1235","Wnt5a","WNT5A",NA,6483,8.58311708944553,NA
"1236","Ywhaq","YWHAQ",NA,9648,12.7733940581475,NA
"1237","Gcsam","GCSAM",NA,7161,9.4807498808452,NA
"1238","Kat5","KAT5",NA,7352,9.73362283535455,NA
"1239","Prss3","PRSS3",NA,6578,8.7088915956151,NA
"1240","Prss3","PRSS1",NA,6578,8.7088915956151,NA
"1241","Prss3","PRSS2",NA,6578,8.7088915956151,NA
"1242","Zfp85","ZNF195",NA,9085,12.0280146163216,NA
"1243","Zfp85","ZNF429",NA,9085,12.0280146163216,NA
"1244","Defb30","DEFB135",NA,11568,15.3153630249431,NA
"1245","1810020O05Rik","CFAP92",NA,6377,8.4427792194037,NA
"1246","BC016579","C3orf52",NA,7464,9.88190435841762,NA
"1247","Frrs1","FRRS1",NA,11015,14.5832230048191,NA
"1248","Vmn1r205","",NA,5405,7.15590742996346,NA
"1249","Defb42","DEFB136",NA,8659,11.4640152518138,NA
"1250","Vmn1r206","",NA,7708,10.2049462479479,NA
"1251","Tmprss7","TMPRSS7",NA,6702,8.87306042472065,NA
"1252","Gfra3","GFRA3",NA,8044,10.6497908171371,NA
"1253","Gm5771","PRSS3",NA,7341,9.71905947148229,NA
"1254","Gm5771","PRSS1",NA,7341,9.71905947148229,NA
"1255","Gm5771","PRSS2",NA,7341,9.71905947148229,NA
"1256","Zfp493","ZNF195",NA,7510,9.9428056982471,NA
"1257","Zfp493","ZNF429",NA,7510,9.9428056982471,NA
"1258","Ctsb","CTSB",NA,5071,6.71371074511465,"NASMC5 SMC7 "
"1259","Cdc25c","CDC25C",NA,7872,10.4220727638617,NA
"1260","Dach2","DACH2",NA,9225,12.2133665201504,NA
"1261","Btf3","BTF3",NA,7898,10.456495260287,NA
"1262","Fbln1","FBLN1",NA,7210,9.5456230471853,"NASMC3 SMC4 "
"1263","Tgds","TGDS",NA,7220,9.55886246888736,NA
"1264","Tagln3","TAGLN3",NA,7140,9.45294709527088,NA
"1265","Abhd10","ABHD10",NA,8187,10.8391145474766,NA
"1266","Palmd","PALMD",NA,7646,10.1228618333951,NA
"1267","Nars","NARS1",NA,7823,10.3571995975216,NA
"1268","Pomt2","POMT2",NA,8303,10.9926918392205,NA
"1269","Ppil2","PPIL2",NA,9934,13.1520415188265,NA
"1270","Gpr180","GPR180",NA,6530,8.64534237144522,NA
"1271","Sox21","SOX21",NA,6207,8.21770905046868,NA
"1272","Gm10334","PRSS3",NA,6813,9.02001800561351,NA
"1273","Gm10334","PRSS1",NA,6813,9.02001800561351,NA
"1274","Gm10334","PRSS2",NA,6813,9.02001800561351,NA
"1275","Gm9376","",NA,6407,8.48249748450988,NA
"1276","Cacna2d3","CACNA2D3",NA,13376,17.7090504686755,NA
"1277","Zfp273","ZNF195",NA,6597,8.73404649684902,NA
"1278","Zfp273","ZNF429",NA,6597,8.73404649684902,NA
"1279","Ttc14","TTC14",NA,8506,11.2614520997723,NA
"1280","Efcc1","EFCC1",NA,5772,7.64179420642906,NA
"1281","Thoc2","THOC2",NA,10910,14.4442090769475,NA
"1282","Klrg1","KLRG1",NA,9196,12.1749721972144,NA
"1283","Tbc1d7","TBC1D7",NA,7614,10.0804956839485,NA
"1284","Prss1","PRSS3",NA,7461,9.87793253190701,NA
"1285","Prss1","PRSS1",NA,7461,9.87793253190701,NA
"1286","Prss1","PRSS2",NA,7461,9.87793253190701,NA
"1287","7530416G11Rik","",NA,8051,10.6590584123285,NA
"1288","Fdft1","FDFT1",NA,9793,12.9653656728274,NA
"1289","Adcy8","ADCY8",NA,6386,8.45469469893555,NA
"1290","Gp9","GP9",NA,9019,11.940634433088,NA
"1291","Rela","RELA",NA,9176,12.1484933538103,NA
"1292","Slco1b2","SLCO1B1",NA,8400,11.1211142297304,NA
"1293","Slco1b2","SLCO1B3",NA,8400,11.1211142297304,NA
"1294","Slco1b2","SLCO1B3-SLCO1B7",NA,8400,11.1211142297304,NA
"1295","Lrtm1","LRTM1",NA,7753,10.2645236456072,NA
"1296","2610318N02Rik","",NA,8619,11.4110575650056,NA
"1297","Wnt7b","WNT7B",NA,5035,6.66604882698724,NA
"1298","Neil2","NEIL2",NA,6594,8.7300746703384,NA
"1299","Vmn1r211","",NA,7327,9.7005242810994,NA
"1300","Gm10037","",NA,7434,9.84218609331144,NA
"1301","Gstz1","GSTZ1",NA,10195,13.4975904252502,NA
"1302","Prss2","PRSS3",NA,7580,10.0354816501615,NA
"1303","Prss2","PRSS1",NA,7580,10.0354816501615,NA
"1304","Prss2","PRSS2",NA,7580,10.0354816501615,NA
"1305","BC048507","DYNLL1",NA,7533,9.97325636816184,NA
"1306","Vmn1r212","",NA,8512,11.2693957527935,NA
"1307","Tmem174","TMEM174",NA,7885,10.4392840120744,NA
"1308","Xiap","XIAP",NA,15191,20.1120055075994,NA
"1309","Sdf2l1","SDF2L1",NA,7616,10.0831435682889,NA
"1310","Ppara","PPARA",NA,6587,8.72080707514696,NA
"1311","Gata4","GATA4",NA,12980,17.184769369274,NA
"1312","Gfod1","GFOD1",NA,6730,8.91013080548642,NA
"1313","Ccdc116","CCDC116",NA,7532,9.97193242599163,NA
"1314","M6pr","M6PR",NA,7808,10.3373404649685,NA
"1315","Fam53c","FAM53C",NA,6775,8.96970820314569,NA
"1316","Tmem171","TMEM171",NA,6656,8.81215908489117,NA
"1317","Vldlr","VLDLR",NA,5789,7.66430122332257,NA
"1318","Ydjc","YDJC",NA,7422,9.82629878726897,NA
"1319","Selenok","SELENOK",NA,7499,9.92824233437483,NA
"1320","Atp8b1","ATP8B1",NA,7397,9.79320023301382,NA
"1321","Prlr","PRLR",NA,17143,22.6963406238416,NA
"1322","Klhl4","KLHL4",NA,8219,10.8814806969232,NA
"1323","Tmed8","TMED8",NA,9399,12.4437324577662,NA
"1324","Blk","BLK",NA,6643,8.79494783667849,NA
"1325","Vmn1r214","",NA,7264,9.61711592437642,NA
"1326","Vmn1r215","",NA,6208,8.21903299263888,NA
"1327","Vmn1r216","",NA,6309,8.35275115182969,NA
"1328","Rab43","RAB43",NA,13612,18.0215008208441,NA
"1329","Phldb2","PHLDB2",NA,11190,14.8149128846052,NA
"1330","9030624G23Rik","",NA,7764,10.2790870094794,NA
"1331","Fam167a","FAM167A",NA,5487,7.26447068792035,NA
"1332","Noxred1","NOXRED1",NA,9493,12.5681830217656,NA
"1333","Abcc4","ABCC4",NA,9191,12.1683524863634,NA
"1334","Taf1b","TAF1B",NA,8930,11.8228035799396,NA
"1335","Sirt5","SIRT5",NA,9244,12.2385214213843,NA
"1336","Kdm3b","KDM3B",NA,6315,8.36069480485092,NA
"1337","Ube2dnl1","",NA,9132,12.0902398983212,NA
"1338","Ube2dnl2","",NA,8940,11.8360430016417,NA
"1339","Slco1a4","SLCO1A2",NA,8233,10.900015887306,NA
"1340","Cpxcr1","CPXCR1",NA,7034,9.31260922522904,NA
"1341","Grhl1","GRHL1",NA,6818,9.02663771646454,NA
"1342","Vmn1r222","",NA,7600,10.0619604935656,NA
"1343","Fubp1","FUBP1",NA,7692,10.1837631732246,NA
"1344","Actr8","ACTR8",NA,8285,10.9688608801568,NA
"1345","Tgif2lx2","TGIF2LY",NA,10755,14.2389980405656,NA
"1346","Tgif2lx2","TGIF2LX",NA,10755,14.2389980405656,NA
"1347","Mtrr","MTRR",NA,7440,9.85012974633268,NA
"1348","Pabpc5","PABPC5",NA,8561,11.3342689191336,NA
"1349","Ube2l3","UBE2L3",NA,8654,11.4573955409628,NA
"1350","Pcdh11x","PCDH11Y",NA,13429,17.7792194036964,NA
"1351","Pcdh11x","PCDH11X",NA,13429,17.7792194036964,NA
"1352","Tdh","",NA,8807,11.6599586930043,NA
"1353","Reep2","REEP2",NA,6811,9.0173701212731,NA
"1354","Klf11","KLF11",NA,5163,6.83551342477361,NA
"1355","Rimbp3","RIMBP3B",NA,6480,8.57914526293492,NA
"1356","Rimbp3","RIMBP3",NA,6480,8.57914526293492,NA
"1357","Rimbp3","RIMBP3C",NA,6480,8.57914526293492,NA
"1358","Egr1","EGR1",NA,7691,10.1824392310544,"NASMC3 SMC9 "
"1359","Plcxd2","PLCXD2",NA,7247,9.59460890748292,NA
"1360","Etf1","ETF1",NA,8522,11.2826351744956,NA
"1361","Vipas39","VIPAS39",NA,8332,11.0310861621564,NA
"1362","Hic2","HIC2",NA,6852,9.07165175025155,NA
"1363","Cdpf1","CDPF1",NA,6217,8.23094847217074,NA
"1364","Nol7","NOL7",NA,6891,9.12328549488958,NA
"1365","Mtmr9","MTMR9",NA,8317,11.0112270296033,NA
"1366","Cd96","CD96",NA,7074,9.36556691203728,NA
"1367","Hspa9","HSPA9",NA,8905,11.7897050256845,NA
"1368","Xkr6","XKR6",NA,10535,13.9477307631203,NA
"1369","Nap1l3","NAP1L3",NA,7816,10.3479320023301,NA
"1370","Cldn10","CLDN10",NA,9070,12.0081554837685,NA
"1371","Pkdrej","PKDREJ",NA,7268,9.62241169305725,NA
"1372","Cldn34c1","CLDN34",NA,7775,10.2936503733517,NA
"1373","Agxt2","AGXT2",NA,6153,8.14621617327755,NA
"1374","Gm4737","AHCY",NA,6811,9.0173701212731,NA
"1375","Kcnv2","KCNV2",NA,7337,9.71376370280146,NA
"1376","Fastkd3","FASTKD3",NA,7375,9.76407350526929,NA
"1377","Slco1a1","SLCO1A2",NA,7832,10.3691150770534,NA
"1378","Tmem191c","TMEM191B",NA,7824,10.3585235396918,NA
"1379","Tmem191c","TMEM191C",NA,7824,10.3585235396918,NA
"1380","Pum3","PUM3",NA,7508,9.94015781390669,NA
"1381","Ctnna1","CTNNA1",NA,17180,22.7453264841392,NA
"1382","Pinx1","PINX1",NA,5920,7.83773764761955,NA
"1383","Ttc38","TTC38",NA,7356,9.73891860403537,NA
"1384","Sox7","SOX7",NA,5614,7.43261134353651,NA
"1385","Vmn2r121","",NA,7421,9.82497484509877,NA
"1386","Il17rb","IL17RB",NA,5346,7.07779484192131,NA
"1387","Zfp322a","ZNF322",NA,7807,10.3360165227983,NA
"1388","Dnajc21","DNAJC21",NA,7866,10.4141291108404,NA
"1389","Isy1","ISY1",NA,8958,11.8598739607054,NA
"1390","Isy1","ISY1-RAB43",NA,8958,11.8598739607054,NA
"1391","Ahsa1","AHSA1",NA,7485,9.90970714399195,NA
"1392","Nectin3","NECTIN3",NA,14380,19.0382884075624,NA
"1393","Gtse1","GTSE1",NA,5638,7.46438595562146,NA
